nome_cs,competencia,ano_cmpt,mes_cmpt,cod_smsa,regional,n_esf,n_emulti,n_esb,n_medicos,n_mfc,pct_mfc,n_acs,ch_medica_total,cobertura_aps_pct,populacao_referencia,pop_total_censo,pct_idosos,pct_criancas,pct_sem_saneamento,renda_media,n_setores,pct_area_favela,data_competencia,n_esf_egestor,qt_capacidade_equipe,fonte_egestor,data_extracao_egestor,fonte_censo,data_extracao_censo,fonte_favelas,data_extracao_favelas,data_extracao_cnes,ivs_score,ivs_predominante,pct_baixo,pct_medio,pct_elevado,pct_muito_elevado
CENTRO DE SAUDE MANGUEIRAS,2412,2024,12,1360,BARREIRO,6,0,0,0,0,NA,0,0,90.05,2315560,14154,NA,NA,2.49,2.02,32,31.22,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.821,Elevado,0,36.5,44.9,18.6
CENTRO DE SAUDE SERRANO,2412,2024,12,8400,PAMPULHA,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,26333,NA,NA,0.08,1.52,50,0.88,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.277,Baixo,74.83,22.62,2.55,0
CENTRO DE SAUDE PARAUNA - VENDA NOVA,2412,2024,12,9280,VENDA NOVA,10,0,0,0,0,NA,0,0,90.05,2315560,18712,NA,NA,0.19,1.87,37,0.93,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.162,Médio,0,89.24,5.38,5.39
CENTRO DE SAUDE COPACABANA,2412,2024,12,9380,VENDA NOVA,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,14188,NA,NA,0.16,1.78,32,2.75,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.286,Médio,9.19,68.76,6.29,15.76
CENTRO DE SAUDE VERA CRUZ,2412,2024,12,3320,LESTE,7,0,0,0,0,NA,0,0,90.05,2315560,13736,NA,NA,0.18,2.13,34,8.61,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.422,Médio,0,57.85,42.15,0
CENTRO DE SAUDE PADRE JOAQUIM MAIA,2412,2024,12,8280,PAMPULHA,3,0,0,0,0,NA,0,0,90.05,2315560,18335,NA,NA,0.7,1.48,42,0.43,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.278,Baixo,77.56,17.08,5.36,0
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,2412,2024,12,4260,NORDESTE,7,0,0,0,0,NA,0,0,90.05,2315560,27284,NA,NA,0.08,1.43,54,0.56,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.424,Baixo,60.66,36.34,3.01,0
CENTRO DE SAUDE FLORAMAR,2412,2024,12,6240,NORTE,6,0,0,0,0,NA,0,0,90.05,2315560,8042,NA,NA,0.26,1.63,14,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.078,Médio,0,92.2,7.8,0
CENTRO DE SAUDE CACHOEIRINHA,2412,2024,12,4200,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,13788,NA,NA,0.35,1.8,33,0.81,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.636,Médio,40.52,55.35,4.13,0
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,2412,2024,12,5580,NOROESTE,8,0,0,0,0,NA,0,0,90.05,2315560,13034,NA,NA,0.15,2.14,29,4.39,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.403,Médio,0,66.02,27.65,6.33
CENTRO DE SAUDE SANTA MARIA,2412,2024,12,7470,OESTE,4,0,0,0,0,NA,0,0,90.05,2315560,9285,NA,NA,0.06,1.63,19,0.2,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.052,Médio,8.32,78.22,13.47,0
CENTRO DE SAUDE SANTO ANTONIO,2412,2024,12,9410,VENDA NOVA,5,0,0,0,0,NA,0,0,90.05,2315560,11412,NA,NA,0.16,1.68,25,0.7,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.022,Médio,0,97.81,2.19,0
CENTRO DE SAUDE SANTA INES,2412,2024,12,3260,LESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,14961,NA,NA,0.07,1.66,34,0.34,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.315,Baixo,68.5,31.5,0,0
CENTRO DE SAUDE VILA PINHO,2412,2024,12,1280,BARREIRO,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,16373,NA,NA,2.31,1.98,31,21.09,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.064,Elevado,0,20.09,53.45,26.45
CENTRO DE SAUDE MG-20,2412,2024,12,6340,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,7597,NA,NA,8.42,2.03,16,10.64,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.201,Elevado,0,0,79.85,20.15
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,2412,2024,12,4340,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,17311,NA,NA,0.51,1.77,39,5.47,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.827,Elevado,0,28.6,60.07,11.33
CENTRO DE SAUDE JOAO VITAL,2412,2024,12,4640,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,6474,NA,NA,3.54,1.77,16,12.94,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.585,Muito Elevado,0,0,41.47,58.53
CENTRO DE SAUDE TUPI,2412,2024,12,6250,NORTE,6,0,0,0,0,NA,0,0,90.05,2315560,8433,NA,NA,0.3,1.86,14,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.624,Elevado,0,37.63,62.37,0
CENTRO DE SAUDE JARDIM MONTANHES,2412,2024,12,5280,NOROESTE,8,0,0,0,0,NA,0,0,90.05,2315560,24448,NA,NA,0.1,1.51,57,0.52,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.311,Baixo,68.92,31.08,0,0
CENTRO DE SAUDE BONSUCESSO,2412,2024,12,1230,BARREIRO,6,0,0,0,0,NA,0,0,90.05,2315560,12489,NA,NA,0.89,1.98,27,3.02,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.086,Muito Elevado,0,38.27,14.89,46.84
CENTRO DE SAUDE DOM JOAQUIM,2412,2024,12,4220,NORDESTE,3,0,0,0,0,NA,0,0,90.05,2315560,6989,NA,NA,0.04,1.61,14,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.916,Médio,8.44,91.56,0,0
CENTRO DE SAUDE CAPITAO EDUARDO,2412,2024,12,4390,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,4582,NA,NA,2.65,2.18,10,10.53,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.47,Elevado,0,0,53.03,46.97
CENTRO DE SAUDE SAO MIGUEL ARCANJO,2412,2024,12,2330,CENTRO-SUL,6,0,0,0,0,NA,0,0,90.05,2315560,9790,NA,NA,0.25,2.43,18,86.59,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.755,Muito Elevado,0,0,24.54,75.46
CENTRO DE SAUDE TREVO,2412,2024,12,8440,PAMPULHA,5,0,0,0,0,NA,0,0,90.05,2315560,14486,NA,NA,0.92,2.07,32,4.79,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.515,Médio,5.94,60.17,10.36,23.54
CENTRO DE SAUDE JARDIM GUANABARA,2412,2024,12,6260,NORTE,5,0,0,0,0,NA,0,0,90.05,2315560,15137,NA,NA,0.15,1.72,27,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.319,Médio,1.31,71.02,22.13,5.55
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,2412,2024,12,4310,NORDESTE,6,0,0,0,0,NA,0,0,90.05,2315560,13981,NA,NA,0.05,1.71,33,3.59,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.2,Médio,0,79.97,20.03,0
CENTRO DE SAUDE SANTA LUCIA,2412,2024,12,2270,CENTRO-SUL,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,10193,NA,NA,0.2,2.19,21,39.98,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.063,Muito Elevado,24.03,0,21.59,54.38
CENTRO DE SAUDE SANTA CECILIA,2412,2024,12,1320,BARREIRO,8,0,0,0,0,NA,0,0,90.05,2315560,11658,NA,NA,0.02,1.9,25,11.05,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.849,Elevado,0,26.01,63.11,10.88
CENTRO DE SAUDE ITAMARATI,2412,2024,12,8220,PAMPULHA,3,0,0,0,0,NA,0,0,90.05,2315560,15510,NA,NA,0.7,1.45,37,0.18,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.283,Baixo,76.81,18.09,5.1,0
CENTRO DE SAUDE CONFISCO,2412,2024,12,8200,PAMPULHA,7,0,0,0,0,NA,0,0,90.05,2315560,11502,NA,NA,0.13,1.94,24,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.608,Elevado,0,39.2,60.8,0
CENTRO DE SAUDE AARAO REIS,2412,2024,12,6280,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,11653,NA,NA,0.16,1.8,23,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.19,Médio,6.74,67.56,25.7,0
CENTRO DE SAUDE OURO PRETO,2412,2024,12,8250,PAMPULHA,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,23683,NA,NA,0.14,1.48,54,2.74,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.661,Baixo,57.89,22.91,14.44,4.76
CENTRO DE SAUDE PADRE TIAGO,2412,2024,12,8460,PAMPULHA,11,0,0,0,0,NA,0,0,90.05,2315560,13920,NA,NA,0.22,1.8,30,6.85,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.432,Médio,21.01,31.32,31.17,16.51
CENTRO DE SAUDE PEDREIRA PRADO LOPES,2412,2024,12,5320,NOROESTE,7,0,0,0,0,NA,0,0,90.05,2315560,8846,NA,NA,0.03,2.51,20,23.44,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.672,Médio,0,46.24,40.33,13.43
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,2412,2024,12,3250,LESTE,6,0,0,0,0,NA,0,0,90.05,2315560,30101,NA,NA,0.45,1.51,69,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.209,Baixo,79.9,19.26,0.83,0
CENTRO DE SAUDE AMILCAR VIANA MARTINS,2412,2024,12,7400,OESTE,5,0,0,0,0,NA,0,0,90.05,2315560,12697,NA,NA,0.14,1.56,26,0.11,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.978,Médio,19.58,63.06,17.36,0
CENTRO DE SAUDE NAZARE,2412,2024,12,4330,NORDESTE,7,0,0,0,0,NA,0,0,90.05,2315560,14139,NA,NA,0.17,1.97,37,6.2,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.564,Elevado,0,45.2,53.22,1.58
CENTRO DE SAUDE CONJUNTO SANTA MARIA,2412,2024,12,2280,CENTRO-SUL,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,17134,NA,NA,0.45,1.59,40,2.13,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.239,Baixo,88.61,0,10.23,1.15
CENTRO DE SAUDE ALTO VERA CRUZ,2412,2024,12,3200,LESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,11675,NA,NA,0.13,2.66,21,76.26,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.144,Elevado,0,5.95,73.68,20.36
CENTRO DE SAUDE HORTO,2412,2024,12,3220,LESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,38193,NA,NA,0.14,1.41,103,1.74,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.134,Baixo,93.88,0.25,4.44,1.43
CENTRO DE SAUDE TAQUARIL,2412,2024,12,3300,LESTE,6,0,0,0,0,NA,0,0,90.05,2315560,14504,NA,NA,1.95,2.13,30,5.87,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.204,Muito Elevado,0.5,21.14,35.76,42.59
CENTRO DE SAUDE LISANDRA ANGELICA DAVID JUSTINO - TUNEL DE IBIRITE,2412,2024,12,1260,BARREIRO,5,0,0,0,0,NA,0,0,90.05,2315560,9054,NA,NA,0.15,1.71,19,1.61,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.222,Médio,5.89,72.27,15.57,6.27
CENTRO DE SAUDE SAO TOMAZ,2412,2024,12,6420,NORTE,6,0,0,0,0,NA,0,0,90.05,2315560,9871,NA,NA,0.03,1.85,26,18.34,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.31,Baixo,37.89,14.4,26.49,21.23
CENTRO DE SAUDE JARDIM FILADELFIA,2412,2024,12,5270,NOROESTE,5,0,0,0,0,NA,0,0,90.05,2315560,9862,NA,NA,0.06,2.13,20,11.6,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.203,Médio,9.2,61.33,29.47,0
CENTRO DE SAUDE SALGADO FILHO,2412,2024,12,7340,OESTE,7,0,0,0,0,NA,0,0,90.05,2315560,20439,NA,NA,0.38,1.84,47,15.29,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.845,Médio,35.11,47.87,14.45,2.57
CENTRO DE SAUDE MENINO JESUS,2412,2024,12,2260,CENTRO-SUL,1,0,0,0,0,NA,0,0,90.05,2315560,47327,NA,NA,0.54,1.19,125,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1,Baixo,100,0,0,0
CENTRO DE SAUDE GUARANI,2412,2024,12,6310,NORTE,11,0,0,0,0,NA,0,0,90.05,2315560,8192,NA,NA,0.35,1.83,14,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.047,Médio,0,95.27,4.73,0
CENTRO DE SAUDE NOSSA SENHORA DE FATIMA,2412,2024,12,2210,CENTRO-SUL,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,36048,NA,NA,0.76,1.58,91,3.01,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.406,Baixo,81.12,0.56,14.88,3.44
CENTRO DE SAUDE JARDIM LEBLON,2412,2024,12,9220,VENDA NOVA,15,0,0,0,0,NA,0,0,90.05,2315560,13490,NA,NA,0.28,2.02,33,29.3,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.853,Médio,0,43.7,27.35,28.95
CENTRO DE SAUDE SANTA TEREZINHA,2412,2024,12,8240,PAMPULHA,6,0,0,0,0,NA,0,0,90.05,2315560,22837,NA,NA,0.11,1.53,41,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.793,Médio,28.26,64.18,7.56,0
CENTRO DE SAUDE CONJUNTO BETANIA,2412,2024,12,7330,OESTE,4,0,0,0,0,NA,0,0,90.05,2315560,8413,NA,NA,2.89,1.76,17,1.71,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.868,Médio,13.16,86.84,0,0
CENTRO DE SAUDE DOM BOSCO,2412,2024,12,5220,NOROESTE,6,0,0,0,0,NA,0,0,90.05,2315560,12206,NA,NA,0.13,1.83,26,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.969,Médio,3.07,96.93,0,0
CENTRO DE SAUDE CICERO IDELFONSO,2412,2024,12,7240,OESTE,7,0,0,0,0,NA,0,0,90.05,2315560,10511,NA,NA,0.18,2.1,28,41.65,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.006,Elevado,0,27.84,43.76,28.4
CENTRO DE SAUDE FELICIDADE II,2412,2024,12,6370,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,7478,NA,NA,0.13,2.43,13,0.11,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.261,Elevado,0,0,73.92,26.08
CENTRO DE SAUDE PRIMEIRO DE MAIO,2412,2024,12,6220,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,7078,NA,NA,0.28,2.01,17,37.91,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.754,Elevado,0,26.65,71.28,2.07
CENTRO DE SAUDE NOVA YORK,2412,2024,12,9350,VENDA NOVA,7,0,0,0,0,NA,0,0,90.05,2315560,11184,NA,NA,0.41,1.96,22,0,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.079,Elevado,0,13.01,66.12,20.87
CENTRO DE SAUDE MANTIQUEIRA,2412,2024,12,9240,VENDA NOVA,9,0,0,0,0,NA,0,0,90.05,2315560,15041,NA,NA,0.49,1.98,28,0.11,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.73,Elevado,0,29.22,68.54,2.23
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,2412,2024,12,4250,NORDESTE,6,0,0,0,0,NA,0,0,90.05,2315560,17030,NA,NA,0.06,1.58,31,3.67,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.699,Baixo,51.26,34.33,7.62,6.79
CENTRO DE SAUDE CARLOS PRATES,2412,2024,12,5410,NOROESTE,14,0,0,0,0,NA,0,0,90.05,2315560,28260,NA,NA,0.73,1.62,64,0.88,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.232,Baixo,81.5,14.01,4.32,0.17
CENTRO DE SAUDE VILA MARIA,2412,2024,12,4320,NORDESTE,8,0,0,0,0,NA,0,0,90.05,2315560,12289,NA,NA,0.32,2.03,27,6.64,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.136,Elevado,0,5.57,75.29,19.14
CENTRO DE SAUDE ETELVINA CARNEIRO,2412,2024,12,6290,NORTE,6,0,0,0,0,NA,0,0,90.05,2315560,15060,NA,NA,1.34,2.07,31,1.52,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.723,Médio,0,44.91,37.91,17.18
CENTRO DE SAUDE SAO CRISTOVAO,2412,2024,12,5370,NOROESTE,5,0,0,0,0,NA,0,0,90.05,2315560,7467,NA,NA,0.25,2.04,20,14.14,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.875,Baixo,43.03,26.46,30.51,0
CENTRO DE SAUDE VILA LEONINA,2412,2024,12,7210,OESTE,6,0,0,0,0,NA,0,0,90.05,2315560,23875,NA,NA,0.61,1.92,53,6.51,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.247,Baixo,47.55,6.4,19.86,26.18
CENTRO DE SAUDE ITAIPU - JATOBA,2412,2024,12,1300,BARREIRO,7,0,0,0,0,NA,0,0,90.05,2315560,14590,NA,NA,0.74,1.81,25,9.39,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.381,Médio,0.35,61.18,38.47,0
CENTRO DE SAUDE SANTA MONICA,2412,2024,12,9260,VENDA NOVA,7,0,0,0,0,NA,0,0,90.05,2315560,14549,NA,NA,0.2,1.7,33,3.04,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.216,Médio,5.26,79.71,3.17,11.86
CENTRO DE SAUDE JOAO PINHEIRO,2412,2024,12,5290,NOROESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.05,2315560,10997,NA,NA,0.19,1.64,31,1.61,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.732,Médio,26.8,73.2,0,0
CENTRO DE SAUDE BARREIRO DE CIMA,2412,2024,12,1200,BARREIRO,8,0,0,0,0,NA,0,0,90.05,2315560,17070,NA,NA,0.03,1.68,34,0.02,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.047,Médio,0,95.34,4.66,0
CENTRO DE SAUDE CIDADE OZANAN,2412,2024,12,4210,NORDESTE,6,0,0,0,0,NA,0,0,90.05,2315560,24556,NA,NA,0.59,1.35,54,0.27,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.138,Baixo,86.95,12.35,0.7,0
CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS,2412,2024,12,1290,BARREIRO,8,0,0,0,0,NA,0,0,90.05,2315560,19304,NA,NA,0.16,1.61,46,1.69,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.604,Baixo,47.12,45.35,7.53,0
CENTRO DE SAUDE NOVO HORIZONTE,2412,2024,12,3310,LESTE,6,0,0,0,0,NA,0,0,90.05,2315560,9531,NA,NA,0.76,2.47,18,98.48,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.734,Muito Elevado,0,0,26.57,73.43
CENTRO DE SAUDE CALIFORNIA,2412,2024,12,5210,NOROESTE,9,0,0,0,0,NA,0,0,90.05,2315560,15835,NA,NA,0.34,1.73,34,4.44,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.246,Médio,15.27,54.23,21.09,9.41
CENTRO DE SAUDE LAJEDO,2412,2024,12,6360,NORTE,6,0,0,0,0,NA,0,0,90.05,2315560,14299,NA,NA,14.47,1.91,25,26.5,2024-12-01,595,2085193,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.04,Elevado,0,18.79,58.39,22.82
