nome_cs,competencia,ano_cmpt,mes_cmpt,cod_smsa,regional,n_esf,n_emulti,n_esb,n_medicos,n_mfc,pct_mfc,n_acs,ch_medica_total,cobertura_aps_pct,populacao_referencia,pop_total_censo,pct_idosos,pct_criancas,pct_sem_saneamento,renda_media,n_setores,pct_area_favela,data_competencia,n_esf_egestor,qt_capacidade_equipe,fonte_egestor,data_extracao_egestor,fonte_censo,data_extracao_censo,fonte_favelas,data_extracao_favelas,data_extracao_cnes,ivs_score,ivs_predominante,pct_baixo,pct_medio,pct_elevado,pct_muito_elevado
CENTRO DE SAUDE SAO PAULO,2310,2023,10,4280,NORDESTE,11,0,0,0,0,NA,0,0,90.18,2315560,11889,NA,NA,0.24,1.88,28,6.15,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.199,Médio,0,81.5,17.06,1.44
CENTRO DE SAUDE BOM JESUS,2310,2023,10,5200,NOROESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,9948,NA,NA,0.1,1.98,20,0.01,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.952,Médio,4.82,95.18,0,0
CENTRO DE SAUDE BAIRRO DAS INDUSTRIAS - CENTRO DE SAUDE DR. JOSE DOMINGOS,2310,2023,10,1450,BARREIRO,8,0,0,0,0,NA,0,0,90.18,2315560,13842,NA,NA,3.37,1.83,34,2.46,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.295,Médio,0,79.57,11.32,9.11
CENTRO DE SAUDE REGINA,2310,2023,10,1460,BARREIRO,6,0,0,0,0,NA,0,0,90.18,2315560,11124,NA,NA,0.12,1.82,22,0,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.279,Médio,0,72.07,27.93,0
CENTRO DE SAUDE CEU AZUL,2310,2023,10,9200,VENDA NOVA,8,0,0,0,0,NA,0,0,90.18,2315560,18187,NA,NA,0.23,1.96,31,1.57,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.315,Médio,0,73.01,22.51,4.48
CENTRO DE SAUDE PROVIDENCIA,2310,2023,10,6200,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,12257,NA,NA,0.21,2.09,23,2.3,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.101,Médio,0,89.85,10.15,0
CENTRO DE SAUDE NOSSA SENHORA APARECIDA,2310,2023,10,2230,CENTRO-SUL,16,0,0,0,0,NA,0,0,90.18,2315560,21963,NA,NA,0.32,1.81,52,10.76,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.611,Baixo,69.66,4.85,20.18,5.3
CENTRO DE SAUDE MINAS CAIXA,2310,2023,10,9250,VENDA NOVA,8,0,0,0,0,NA,0,0,90.18,2315560,15827,NA,NA,0.28,2.08,32,8.18,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.401,Médio,0,59.9,40.1,0
CENTRO DE SAUDE JAQUELINE,2310,2023,10,6270,NORTE,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,7616,NA,NA,0.2,1.81,11,0,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.253,Médio,0,87.34,0,12.66
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,2310,2023,10,6210,NORTE,6,0,0,0,0,NA,0,0,90.18,2315560,5674,NA,NA,0.05,2.1,11,9.88,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.954,Elevado,0,25.41,53.8,20.78
CENTRO DE SAUDE HELIOPOLIS,2310,2023,10,6320,NORTE,5,0,0,0,0,NA,0,0,90.18,2315560,16278,NA,NA,0.07,1.76,34,4.87,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.985,Médio,28.82,52.31,10.44,8.43
CENTRO DE SAUDE LAGOA,2310,2023,10,9230,VENDA NOVA,9,0,0,0,0,NA,0,0,90.18,2315560,12739,NA,NA,0.19,2.16,25,0.05,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.774,Elevado,0,25.94,70.69,3.36
CENTRO DE SAUDE OSWALDO CRUZ,2310,2023,10,2200,CENTRO-SUL,3,0,0,0,0,NA,0,0,90.18,2315560,23481,NA,NA,3.58,1.13,67,0,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.029,Baixo,97.12,2.88,0,0
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,2310,2023,10,1250,BARREIRO,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,14428,NA,NA,0.07,1.56,31,3.27,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.012,Médio,28.74,52.09,8.4,10.77
CENTRO DE SAUDE TIA AMANCIA,2310,2023,10,2240,CENTRO-SUL,5,0,0,0,0,NA,0,0,90.18,2315560,17932,NA,NA,0.41,1.39,46,1.69,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.112,Baixo,94.39,0,5.61,0
CENTRO DE SAUDE CARLOS CHAGAS,2310,2023,10,2220,CENTRO-SUL,0,0,0,0,0,NA,0,0,90.18,2315560,23141,NA,NA,0.25,1.12,74,0,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.02,Baixo,98.01,1.99,0,0
CENTRO DE SAUDE SANTA AMELIA,2310,2023,10,8270,PAMPULHA,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,41750,NA,NA,0.88,1.47,96,0.01,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.214,Baixo,82.11,15.87,0.56,1.46
CENTRO DE SAUDE BETANIA,2310,2023,10,7200,OESTE,4,0,0,0,0,NA,0,0,90.18,2315560,10842,NA,NA,0.05,1.69,25,4.06,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.015,Médio,13.31,71.89,14.8,0
CENTRO DE SAUDE PALMEIRAS,2310,2023,10,7320,OESTE,5,0,0,0,0,NA,0,0,90.18,2315560,25274,NA,NA,1.31,1.41,55,3.52,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.52,Baixo,57.55,32.9,9.55,0
CENTRO DE SAUDE BOA VISTA,2310,2023,10,3210,LESTE,5,0,0,0,0,NA,0,0,90.18,2315560,10081,NA,NA,0.16,2.11,21,0.19,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2,Médio,0,100,0,0
CENTRO DE SAUDE CAFEZAL,2310,2023,10,2290,CENTRO-SUL,NA,NA,NA,NA,NA,NA,NA,NA,90.18,2315560,9511,NA,NA,0.22,2.38,22,98.9,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.533,Muito Elevado,0,0,46.73,53.27
CENTRO DE SAUDE ZILAH SPOSITO,2310,2023,10,6550,NORTE,6,0,0,0,0,NA,0,0,90.18,2315560,11392,NA,NA,21.89,2.36,30,31.88,2023-10-01,596,2088258,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.221,Muito Elevado,0,18.59,40.69,40.72
CENTRO DE SAUDE JARDIM ALVORADA,2311,2023,11,8390,PAMPULHA,6,0,0,0,0,NA,0,0,90.03,2315560,10754,NA,NA,0.13,1.96,26,19.73,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.491,Médio,0,58.95,33.02,8.03
CENTRO DE SAUDE MIRAMAR - EDUARDO MAURO DE ARAUJO,2311,2023,11,1310,BARREIRO,7,0,0,0,0,NA,0,0,90.03,2315560,17545,NA,NA,0.06,1.59,34,0.01,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.016,Médio,6.74,84.89,8.37,0
CENTRO DE SAUDE LINDEIA - MARIA MADALENA TEODORO,2311,2023,11,1400,BARREIRO,6,0,0,0,0,NA,0,0,90.03,2315560,11083,NA,NA,0.21,1.77,24,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.992,Médio,5.09,90.62,4.29,0
CENTRO DE SAUDE VENTOSA,2311,2023,11,7310,OESTE,13,0,0,0,0,NA,0,0,90.03,2315560,22108,NA,NA,0.19,1.94,58,17.47,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.983,Baixo,42.98,24.14,24.45,8.44
CENTRO DE SAUDE COQUEIROS,2311,2023,11,5590,NOROESTE,13,0,0,0,0,NA,0,0,90.03,2315560,15630,NA,NA,0.1,1.91,29,0.03,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.046,Médio,0,95.41,4.59,0
CENTRO DE SAUDE GLORIA,2311,2023,11,5250,NOROESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,9539,NA,NA,0.16,1.8,24,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.941,Médio,5.9,94.1,0,0
CENTRO DE SAUDE OLAVO ALBINO CORREA,2311,2023,11,4430,NORDESTE,5,0,0,0,0,NA,0,0,90.03,2315560,12417,NA,NA,1.64,1.8,28,10.78,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.628,Médio,0,46.77,43.66,9.57
CENTRO DE SAUDE GOIANIA,2311,2023,11,4300,NORDESTE,9,0,0,0,0,NA,0,0,90.03,2315560,18683,NA,NA,0.71,1.94,40,8.82,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.4,Médio,0,69.92,20.18,9.89
CENTRO DE SAUDE JARDIM VITÓRIA - MARCELO PONTEL GOMES,2311,2023,11,4410,NORDESTE,5,0,0,0,0,NA,0,0,90.03,2315560,12263,NA,NA,0.09,1.66,27,0.11,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.036,Médio,9.57,77.29,13.14,0
CENTRO DE SAUDE PADRE TARCISIO,2311,2023,11,2300,CENTRO-SUL,6,0,0,0,0,NA,0,0,90.03,2315560,14401,NA,NA,0.66,1.6,33,21.39,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.989,Baixo,58.41,0,25.85,15.73
CENTRO DE SAUDE DOM CABRAL,2311,2023,11,5230,NOROESTE,5,0,0,0,0,NA,0,0,90.03,2315560,12537,NA,NA,0.02,1.65,36,6.26,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.463,Baixo,66.77,20.16,13.07,0
CENTRO DE SAUDE INDEPENDENCIA,2311,2023,11,1220,BARREIRO,10,0,0,0,0,NA,0,0,90.03,2315560,15449,NA,NA,0.36,1.88,31,19.12,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.791,Elevado,0,35.06,50.79,14.15
CENTRO DE SAUDE NOVO AARAO REIS,2311,2023,11,6400,NORTE,6,0,0,0,0,NA,0,0,90.03,2315560,7517,NA,NA,0.51,2.21,11,0.01,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.565,Muito Elevado,0,0,43.48,56.52
CENTRO DE SAUDE VALE DO JATOBA,2311,2023,11,1270,BARREIRO,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,15443,NA,NA,0.07,2.04,29,7.58,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.394,Médio,0,61.75,37.1,1.15
CENTRO DE SAUDE CONJUNTO RIBEIRO DE ABREU - EFIGENIA MURTA FIGUEIREDO,2311,2023,11,4360,NORDESTE,4,0,0,0,0,NA,0,0,90.03,2315560,7747,NA,NA,0.75,2.08,16,7.72,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.732,Médio,0,43.83,39.12,17.06
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,2311,2023,11,9520,VENDA NOVA,5,0,0,0,0,NA,0,0,90.03,2315560,10097,NA,NA,0.47,1.61,21,7.44,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.894,Médio,35.58,48.19,7.52,8.71
CENTRO DE SAUDE SAO JOSE,2311,2023,11,8410,PAMPULHA,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,8079,NA,NA,0.26,1.9,20,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.574,Médio,14.83,40.22,17.65,27.3
CENTRO DE SAUDE URUCUIA,2311,2023,11,1330,BARREIRO,8,0,0,0,0,NA,0,0,90.03,2315560,17046,NA,NA,0.05,1.68,28,1.33,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.171,Médio,0,88.62,5.61,5.77
CENTRO DE SAUDE WALDOMIRO LOBO,2311,2023,11,7270,OESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,5905,NA,NA,0.13,2.05,16,26.13,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.115,Elevado,0,7.13,74.27,18.6
CENTRO DE SAUDE NORALDINO DE LIMA,2311,2023,11,7230,OESTE,10,0,0,0,0,NA,0,0,90.03,2315560,35966,NA,NA,0.31,1.38,100,1.43,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.128,Baixo,93.78,2.66,0.57,2.99
CENTRO DE SAUDE SAO FRANCISCO,2311,2023,11,8260,PAMPULHA,3,0,0,0,0,NA,0,0,90.03,2315560,3346,NA,NA,0.07,1.75,12,0.62,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.536,Médio,0,73.22,0,26.78
CENTRO DE SAUDE CONJUNTO PAULO VI,2311,2023,11,4350,NORDESTE,11,0,0,0,0,NA,0,0,90.03,2315560,8644,NA,NA,5.58,2.16,16,19.9,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.536,Muito Elevado,0,0,46.42,53.58
CENTRO DE SAUDE ANDRADAS,2311,2023,11,9300,VENDA NOVA,8,0,0,0,0,NA,0,0,90.03,2315560,18084,NA,NA,1.41,1.94,37,5.45,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.106,Médio,10.8,74.46,8.08,6.66
CENTRO DE SAUDE PILAR - OLHOS DAGUA,2311,2023,11,1390,BARREIRO,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,8350,NA,NA,1.72,2.04,16,0.98,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.149,Elevado,0,13.6,57.89,28.51
CENTRO DE SAUDE HAVAI,2311,2023,11,7220,OESTE,6,0,0,0,0,NA,0,0,90.03,2315560,30102,NA,NA,0.24,1.43,68,1.07,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.554,Baixo,62.43,22.01,13.28,2.29
CENTRO DE SAUDE POMPEIA,2311,2023,11,3280,LESTE,6,0,0,0,0,NA,0,0,90.03,2315560,16324,NA,NA,0.08,1.77,37,3.16,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.731,Médio,41.48,48.01,6.49,4.02
CENTRO DE SAUDE SANTA RITA DE CASSIA,2311,2023,11,2250,CENTRO-SUL,5,0,0,0,0,NA,0,0,90.03,2315560,38753,NA,NA,0.38,1.44,89,9.07,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.465,Baixo,81.59,0,8.75,9.66
CENTRO DE SAUDE DIAMANTE - TEIXEIRA DIAS,2311,2023,11,1210,BARREIRO,6,0,0,0,0,NA,0,0,90.03,2315560,14609,NA,NA,1.23,1.6,31,0.16,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.957,Médio,12.88,78.51,8.61,0
CENTRO DE SAUDE JARDIM FELICIDADE,2311,2023,11,6300,NORTE,6,0,0,0,0,NA,0,0,90.03,2315560,9896,NA,NA,0.18,2.5,18,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.488,Muito Elevado,0,11.8,27.64,60.56
CENTRO DE SAUDE JARDIM EUROPA,2311,2023,11,9210,VENDA NOVA,8,0,0,0,0,NA,0,0,90.03,2315560,13444,NA,NA,0.31,1.86,28,1.1,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.331,Médio,0,69.2,28.55,2.26
CENTRO DE SAUDE SERRA VERDE,2311,2023,11,9270,VENDA NOVA,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,13945,NA,NA,0.87,1.81,30,1.52,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.31,Médio,0,71.45,26.13,2.42
CENTRO DE SAUDE RIBEIRO DE ABREU,2311,2023,11,4370,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,8760,NA,NA,1.13,1.99,22,8.75,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.123,Elevado,0,0,87.73,12.27
CENTRO DE SAUDE VILA CEMIG,2311,2023,11,1340,BARREIRO,5,0,0,0,0,NA,0,0,90.03,2315560,7713,NA,NA,0.56,2.18,15,64.96,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.355,Elevado,0,0,64.47,35.53
CENTRO DE SAUDE SANTA ROSA,2311,2023,11,8230,PAMPULHA,4,0,0,0,0,NA,0,0,90.03,2315560,21165,NA,NA,0.04,1.49,43,3.49,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.492,Baixo,65.61,19.81,14.3,0.27
CENTRO DE SAUDE SAO JOSE OPERARIO,2311,2023,11,3290,LESTE,5,0,0,0,0,NA,0,0,90.03,2315560,8324,NA,NA,0.13,1.84,17,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2,Médio,0,100,0,0
CENTRO DE SAUDE MANGUEIRAS,2311,2023,11,1360,BARREIRO,6,0,0,0,0,NA,0,0,90.03,2315560,14154,NA,NA,2.49,2.02,32,31.22,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.821,Elevado,0,36.5,44.9,18.6
CENTRO DE SAUDE SERRANO,2311,2023,11,8400,PAMPULHA,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,26333,NA,NA,0.08,1.52,50,0.88,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.277,Baixo,74.83,22.62,2.55,0
CENTRO DE SAUDE PARAUNA - VENDA NOVA,2311,2023,11,9280,VENDA NOVA,10,0,0,0,0,NA,0,0,90.03,2315560,18712,NA,NA,0.19,1.87,37,0.93,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.162,Médio,0,89.24,5.38,5.39
CENTRO DE SAUDE COPACABANA,2311,2023,11,9380,VENDA NOVA,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,14188,NA,NA,0.16,1.78,32,2.75,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.286,Médio,9.19,68.76,6.29,15.76
CENTRO DE SAUDE VERA CRUZ,2311,2023,11,3320,LESTE,7,0,0,0,0,NA,0,0,90.03,2315560,13736,NA,NA,0.18,2.13,34,8.61,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.422,Médio,0,57.85,42.15,0
CENTRO DE SAUDE PADRE JOAQUIM MAIA,2311,2023,11,8280,PAMPULHA,3,0,0,0,0,NA,0,0,90.03,2315560,18335,NA,NA,0.7,1.48,42,0.43,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.278,Baixo,77.56,17.08,5.36,0
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,2311,2023,11,4260,NORDESTE,7,0,0,0,0,NA,0,0,90.03,2315560,27284,NA,NA,0.08,1.43,54,0.56,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.424,Baixo,60.66,36.34,3.01,0
CENTRO DE SAUDE FLORAMAR,2311,2023,11,6240,NORTE,6,0,0,0,0,NA,0,0,90.03,2315560,8042,NA,NA,0.26,1.63,14,0,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.078,Médio,0,92.2,7.8,0
CENTRO DE SAUDE CACHOEIRINHA,2311,2023,11,4200,NORDESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,13788,NA,NA,0.35,1.8,33,0.81,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.636,Médio,40.52,55.35,4.13,0
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,2311,2023,11,5580,NOROESTE,8,0,0,0,0,NA,0,0,90.03,2315560,13034,NA,NA,0.15,2.14,29,4.39,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.403,Médio,0,66.02,27.65,6.33
CENTRO DE SAUDE SANTA MARIA,2311,2023,11,7470,OESTE,4,0,0,0,0,NA,0,0,90.03,2315560,9285,NA,NA,0.06,1.63,19,0.2,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.052,Médio,8.32,78.22,13.47,0
CENTRO DE SAUDE SANTO ANTONIO,2311,2023,11,9410,VENDA NOVA,5,0,0,0,0,NA,0,0,90.03,2315560,11412,NA,NA,0.16,1.68,25,0.7,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,2.022,Médio,0,97.81,2.19,0
CENTRO DE SAUDE SANTA INES,2311,2023,11,3260,LESTE,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,14961,NA,NA,0.07,1.66,34,0.34,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,1.315,Baixo,68.5,31.5,0,0
CENTRO DE SAUDE VILA PINHO,2311,2023,11,1280,BARREIRO,NA,NA,NA,NA,NA,NA,NA,NA,90.03,2315560,16373,NA,NA,2.31,1.98,31,21.09,2023-11-01,595,2084759,eGestor_manual,2026-05-15,IBGE_Censo2022,2026-05-15,IBGE_Censo2022_code_favela,2026-05-15,2026-05-15,3.064,Elevado,0,20.09,53.45,26.45
