co_unidade,nome_cs
4003772,CENTRO DE SAUDE TIA AMANCIA
4003861,CENTRO DE SAUDE OSWALDO CRUZ
4006550,CENTRO DE SAUDE CARLOS CHAGAS
4007026,CENTRO DE SAUDE MENINO JESUS
4007042,CENTRO DE SAUDE COPACABANA
4011236,CENTRO DE SAUDE AMILCAR VIANA MARTINS
4011244,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4013379,CENTRO DE SAUDE CARLOS CHAGAS
4014022,CENTRO DE SAUDE CARLOS CHAGAS
4014383,CENTRO DE SAUDE HORTO
4016122,CENTRO DE SAUDE SERRANO
4016483,CENTRO DE SAUDE NORALDINO DE LIMA
4018176,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4018214,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4019822,CENTRO DE SAUDE OSWALDO CRUZ
4019857,CENTRO DE SAUDE HORTO
4026195,CENTRO DE SAUDE MENINO JESUS
4026276,CENTRO DE SAUDE SAO GERALDO
4030052,CENTRO DE SAUDE TUPI
4030222,CENTRO DE SAUDE MENINO JESUS
4034236,CENTRO DE SAUDE OSWALDO CRUZ
4034287,CENTRO DE SAUDE OSWALDO CRUZ
4034325,CENTRO DE SAUDE CARLOS CHAGAS
4035941,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4037693,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4038169,CENTRO DE SAUDE NORALDINO DE LIMA
4041097,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4042158,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4043758,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4046099,CENTRO DE SAUDE OSWALDO CRUZ
4051076,CENTRO DE SAUDE TIA AMANCIA
4051866,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4052587,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4053648,CENTRO DE SAUDE VILA LEONINA
4055233,CENTRO DE SAUDE VILA MARIA
4058364,CENTRO DE SAUDE DOM ORIONE
4061136,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4064739,CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES
4066367,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4066693,CENTRO DE SAUDE TIA AMANCIA
4066715,CENTRO DE SAUDE OSWALDO CRUZ
4069404,CENTRO DE SAUDE OSWALDO CRUZ
4072286,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4072545,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4072596,CENTRO DE SAUDE HORTO
4075757,CENTRO DE SAUDE MENINO JESUS
4082265,CENTRO DE SAUDE MANTIQUEIRA
4086554,CENTRO DE SAUDE ITAMARATI
4088220,CENTRO DE SAUDE CARLOS PRATES
4091108,CENTRO DE SAUDE MENINO JESUS
4091132,CENTRO DE SAUDE ANDRADAS
4091671,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4091981,CENTRO DE SAUDE BETANIA
4092775,CENTRO DE SAUDE CARLOS CHAGAS
4094409,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4094417,CENTRO DE SAUDE SANTA ROSA
4094638,CENTRO DE SAUDE TIA AMANCIA
4094816,CENTRO DE SAUDE PADRE EUSTAQUIO
4095359,CENTRO DE SAUDE CARLOS CHAGAS
4095871,CENTRO DE SAUDE VILA LEONINA
4098234,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4098897,CENTRO DE SAUDE OSWALDO CRUZ
4100557,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4100565,CENTRO DE SAUDE CARLOS CHAGAS
4100786,CENTRO DE SAUDE HAVAI
4101324,CENTRO DE SAUDE OSWALDO CRUZ
4101367,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4102819,CENTRO DE SAUDE DOM ORIONE
4107810,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4107837,CENTRO DE SAUDE PALMEIRAS
4108574,CENTRO DE SAUDE CARLOS CHAGAS
4108663,CENTRO DE SAUDE OSWALDO CRUZ
4109821,CENTRO DE SAUDE CACHOEIRINHA
4109899,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4109961,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4110609,CENTRO DE SAUDE PARAISO
4110749,CENTRO DE SAUDE MENINO JESUS
4113535,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4113640,CENTRO DE SAUDE CABANA
4113756,CENTRO DE SAUDE SAO JORGE
4115716,CENTRO DE SAUDE SANTO ANTONIO
4116372,CENTRO DE SAUDE CARLOS CHAGAS
4116623,CENTRO DE SAUDE PARAISO
4117115,CENTRO DE SAUDE SANTA RITA DE CASSIA
4118782,CENTRO DE SAUDE CARLOS CHAGAS
4119266,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4121066,CENTRO DE SAUDE MENINO JESUS
4121147,CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO
4121600,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4122518,CENTRO DE SAUDE MENINO JESUS
4124413,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4128834,CENTRO DE SAUDE HORTO
4128877,CENTRO DE SAUDE CEU AZUL
4128893,CENTRO DE SAUDE HAVAI
4131258,CENTRO DE SAUDE OSWALDO CRUZ
4131290,CENTRO DE SAUDE CARLOS CHAGAS
4131355,CENTRO DE SAUDE CAMARGOS
4131436,CENTRO DE SAUDE CARLOS CHAGAS
4131800,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4132777,CENTRO DE SAUDE OSWALDO CRUZ
4135199,CENTRO DE SAUDE SANTA ROSA
4136616,CENTRO DE SAUDE CARLOS PRATES
4137434,CENTRO DE SAUDE NORALDINO DE LIMA
4137469,CENTRO DE SAUDE MARIA GORETTI
4139143,CENTRO DE SAUDE HORTO
4139224,CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA
4141563,CENTRO DE SAUDE MENINO JESUS
4141687,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4143213,CENTRO DE SAUDE CARLOS CHAGAS
4143302,CENTRO DE SAUDE MENINO JESUS
4145550,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4145577,CENTRO DE SAUDE MENINO JESUS
4145585,CENTRO DE SAUDE MENINO JESUS
4145623,CENTRO DE SAUDE CARLOS CHAGAS
4146514,CENTRO DE SAUDE CARLOS CHAGAS
4146611,CENTRO DE SAUDE SANTOS ANJOS
4146654,CENTRO DE SAUDE CARLOS PRATES
4146832,CENTRO DE SAUDE OSWALDO CRUZ
4154029,CENTRO DE SAUDE NORALDINO DE LIMA
4155017,CENTRO DE SAUDE CARLOS CHAGAS
4157087,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4157214,CENTRO DE SAUDE OSWALDO CRUZ
4157613,CENTRO DE SAUDE SANTA ROSA
4158903,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4163192,CENTRO DE SAUDE HORTO
4163753,CENTRO DE SAUDE MENINO JESUS
4163869,CENTRO DE SAUDE OSWALDO CRUZ
4163893,CENTRO DE SAUDE NORALDINO DE LIMA
4165942,CENTRO DE SAUDE HAVAI
4168089,CENTRO DE SAUDE NOVO HORIZONTE
4172159,CENTRO DE SAUDE CALIFORNIA
4172302,CENTRO DE SAUDE MENINO JESUS
4174429,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4175654,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4176324,CENTRO DE SAUDE OSWALDO CRUZ
4177630,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4178130,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4178181,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4179021,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4180968,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4186087,CENTRO DE SAUDE OSWALDO CRUZ
4188314,CENTRO DE SAUDE SANTO ANTONIO
4188489,CENTRO DE SAUDE PALMEIRAS
4190831,CENTRO DE SAUDE OSWALDO CRUZ
4191412,CENTRO DE SAUDE OURO PRETO
4191870,CENTRO DE SAUDE OSWALDO CRUZ
4191978,CENTRO DE SAUDE NORALDINO DE LIMA
4191986,CENTRO DE SAUDE NORALDINO DE LIMA
4193938,CENTRO DE SAUDE SAO JORGE
4193954,CENTRO DE SAUDE NORALDINO DE LIMA
4194047,CENTRO DE SAUDE MENINO JESUS
4196678,CENTRO DE SAUDE OSWALDO CRUZ
4196686,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4197003,CENTRO DE SAUDE SAO JORGE
4202414,CENTRO DE SAUDE OSWALDO CRUZ
4204921,CENTRO DE SAUDE MENINO JESUS
4205030,CENTRO DE SAUDE COQUEIROS
4205219,CENTRO DE SAUDE CARLOS CHAGAS
4205634,CENTRO DE SAUDE BARREIRO DE CIMA
4206304,CENTRO DE SAUDE CARLOS CHAGAS
4206444,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4207424,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4209850,CENTRO DE SAUDE ITAMARATI
4211820,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4215362,CENTRO DE SAUDE CARLOS CHAGAS
4217918,CENTRO DE SAUDE SERRANO
4218124,CENTRO DE SAUDE NORALDINO DE LIMA
4218167,CENTRO DE SAUDE OSWALDO CRUZ
4218361,CENTRO DE SAUDE NORALDINO DE LIMA
4218736,CENTRO DE SAUDE OSWALDO CRUZ
4218841,CENTRO DE SAUDE MENINO JESUS
4224108,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4226089,CENTRO DE SAUDE HORTO
4226178,CENTRO DE SAUDE SAO JORGE
4227247,CENTRO DE SAUDE SAO JORGE
4227344,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4229525,CENTRO DE SAUDE SERRA VERDE
4230434,CENTRO DE SAUDE MENINO JESUS
4230779,CENTRO DE SAUDE CARLOS PRATES
4230868,CENTRO DE SAUDE CAMPO ALEGRE
4234863,CENTRO DE SAUDE CONJUNTO BETANIA
4235002,CENTRO DE SAUDE GENTIL GOMES
4235843,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4235886,CENTRO DE SAUDE HAVAI
4237722,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4239768,CENTRO DE SAUDE MENINO JESUS
4239881,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4240359,CENTRO DE SAUDE CARLOS CHAGAS
4240413,CENTRO DE SAUDE CARLOS CHAGAS
4244443,CENTRO DE SAUDE DOM ORIONE
4244451,CENTRO DE SAUDE CARLOS CHAGAS
4244559,CENTRO DE SAUDE MENINO JESUS
4244591,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4245970,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4245997,CENTRO DE SAUDE SAO JORGE
4246543,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4253043,CENTRO DE SAUDE SANTA AMELIA
4253116,CENTRO DE SAUDE MENINO JESUS
4253140,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4254376,CENTRO DE SAUDE CARLOS CHAGAS
4254457,CENTRO DE SAUDE CARLOS CHAGAS
4255429,CENTRO DE SAUDE CARLOS CHAGAS
4258606,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4261445,CENTRO DE SAUDE OSWALDO CRUZ
4261461,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4262344,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4267974,CENTRO DE SAUDE CARLOS PRATES
4267990,CENTRO DE SAUDE OSWALDO CRUZ
4268075,CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES
4268105,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4268199,CENTRO DE SAUDE OSWALDO CRUZ
4268229,CENTRO DE SAUDE OSWALDO CRUZ
4269918,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4269950,CENTRO DE SAUDE HORTO
4270088,CENTRO DE SAUDE JARDIM EUROPA
4271475,CENTRO DE SAUDE SANTA AMELIA
4275683,CENTRO DE SAUDE ANDRADAS
4276930,CENTRO DE SAUDE SAO JORGE
4276981,CENTRO DE SAUDE CARLOS CHAGAS
4277864,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4278232,CENTRO DE SAUDE ANDRADAS
4278348,CENTRO DE SAUDE OSWALDO CRUZ
4279220,CENTRO DE SAUDE SERRANO
4281748,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4281764,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4282000,CENTRO DE SAUDE JOAO VITAL
4282957,CENTRO DE SAUDE ANDRADAS
4292375,CENTRO DE SAUDE GUARANI
4292634,CENTRO DE SAUDE MENINO JESUS
4292677,CENTRO DE SAUDE OSWALDO CRUZ
4296621,CENTRO DE SAUDE SERRANO
4296672,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4300904,CENTRO DE SAUDE CARLOS CHAGAS
4300947,CENTRO DE SAUDE FLORAMAR
4301803,CENTRO DE SAUDE SANTA AMELIA
4306856,CENTRO DE SAUDE CARLOS PRATES
4310128,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4310152,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4310268,CENTRO DE SAUDE DOM ORIONE
4310330,CENTRO DE SAUDE PALMEIRAS
4311892,CENTRO DE SAUDE MENINO JESUS
4312295,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4316800,CENTRO DE SAUDE VILA LEONINA
4317890,CENTRO DE SAUDE NORALDINO DE LIMA
4320166,CENTRO DE SAUDE GENTIL GOMES
4321103,CENTRO DE SAUDE SANTA INES
4324617,CENTRO DE SAUDE SAO MARCOS
4324730,CENTRO DE SAUDE MENINO JESUS
4324773,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4329767,CENTRO DE SAUDE OSWALDO CRUZ
4329775,CENTRO DE SAUDE SANTO ANTONIO
4329791,CENTRO DE SAUDE CARLOS CHAGAS
4332725,CENTRO DE SAUDE CARLOS CHAGAS
4332784,CENTRO DE SAUDE CARLOS CHAGAS
4334477,CENTRO DE SAUDE OSWALDO CRUZ
4334485,CENTRO DE SAUDE OSWALDO CRUZ
4334515,CENTRO DE SAUDE HAVAI
4334574,CENTRO DE SAUDE ITAMARATI
4334639,CENTRO DE SAUDE ITAMARATI
4334671,CENTRO DE SAUDE OSWALDO CRUZ
4336674,CENTRO DE SAUDE OSWALDO CRUZ
4338839,CENTRO DE SAUDE HORTO
4341937,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4343026,CENTRO DE SAUDE MENINO JESUS
4343166,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4345940,CENTRO DE SAUDE OSWALDO CRUZ
4345959,CENTRO DE SAUDE OSWALDO CRUZ
4347153,CENTRO DE SAUDE MENINO JESUS
4348184,CENTRO DE SAUDE OSWALDO CRUZ
4351339,CENTRO DE SAUDE MANTIQUEIRA
4353501,CENTRO DE SAUDE CARLOS CHAGAS
4353595,CENTRO DE SAUDE SANTA MONICA
4353633,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4354524,CENTRO DE SAUDE MENINO JESUS
4362527,CENTRO DE SAUDE OSWALDO CRUZ
4362551,CENTRO DE SAUDE SANTA TEREZINHA
4362691,CENTRO DE SAUDE OURO PRETO
4362829,CENTRO DE SAUDE CARLOS PRATES
4362918,CENTRO DE SAUDE HAVAI
4365097,CENTRO DE SAUDE OSWALDO CRUZ
4367340,CENTRO DE SAUDE OSWALDO CRUZ
4367685,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4367707,CENTRO DE SAUDE SANTA AMELIA
4367804,CENTRO DE SAUDE NORALDINO DE LIMA
4367812,CENTRO DE SAUDE SANTA ROSA
4369262,CENTRO DE SAUDE FLORAMAR
4371577,CENTRO DE SAUDE CARLOS PRATES
4372107,CENTRO DE SAUDE VILA LEONINA
4372204,CENTRO DE SAUDE CEU AZUL
4372778,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4375556,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4375645,CENTRO DE SAUDE PARAISO
4377532,CENTRO DE SAUDE NORALDINO DE LIMA
4377567,CENTRO DE SAUDE CARLOS CHAGAS
4377583,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4379578,CENTRO DE SAUDE ITAMARATI
4379624,CENTRO DE SAUDE CARLOS CHAGAS
4383753,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4383788,CENTRO DE SAUDE MENINO JESUS
4383966,CENTRO DE SAUDE OSWALDO CRUZ
4383990,CENTRO DE SAUDE DOM ORIONE
4385101,CENTRO DE SAUDE OURO PRETO
4385144,CENTRO DE SAUDE CARLOS CHAGAS
4385373,CENTRO DE SAUDE SANTA ROSA
4388046,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4388135,CENTRO DE SAUDE SANTA AMELIA
4388194,CENTRO DE SAUDE CONJUNTO BETANIA
4391527,CENTRO DE SAUDE SAO JORGE
4391586,CENTRO DE SAUDE CARLOS PRATES
4392051,CENTRO DE SAUDE CIDADE OZANAN
4392124,CENTRO DE SAUDE DOM ORIONE
4392167,CENTRO DE SAUDE VENTOSA
4392205,CENTRO DE SAUDE MENINO JESUS
4393511,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4393597,CENTRO DE SAUDE SANTA ROSA
4393716,CENTRO DE SAUDE CAMARGOS
4393880,CENTRO DE SAUDE ITAMARATI
4394984,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4395360,CENTRO DE SAUDE SERRANO
4396650,CENTRO DE SAUDE SAO FRANCISCO
4396731,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4396871,CENTRO DE SAUDE CARLOS CHAGAS
4397975,CENTRO DE SAUDE SANTA RITA DE CASSIA
4397991,CENTRO DE SAUDE OSWALDO CRUZ
4400054,CENTRO DE SAUDE MENINO JESUS
4400119,CENTRO DE SAUDE HORTO
4402553,CENTRO DE SAUDE OSWALDO CRUZ
4402804,CENTRO DE SAUDE SANTA RITA DE CASSIA
4403924,CENTRO DE SAUDE VILA LEONINA
4404122,CENTRO DE SAUDE CARLOS CHAGAS
4404327,CENTRO DE SAUDE CARLOS CHAGAS
4404343,CENTRO DE SAUDE DOM CABRAL
4404467,CENTRO DE SAUDE JARDIM EUROPA
4404874,CENTRO DE SAUDE OSWALDO CRUZ
4406095,CENTRO DE SAUDE SANTA ROSA
4406613,CENTRO DE SAUDE DOM JOAQUIM
4406702,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4406737,CENTRO DE SAUDE SANTA RITA DE CASSIA
4406850,CENTRO DE SAUDE MANTIQUEIRA
4406982,CENTRO DE SAUDE CARLOS CHAGAS
4407520,CENTRO DE SAUDE SAO JORGE
4408233,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4408349,CENTRO DE SAUDE MENINO JESUS
4408691,CENTRO DE SAUDE MENINO JESUS
4408845,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4411633,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4411722,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4412060,CENTRO DE SAUDE OSWALDO CRUZ
4412206,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4419863,CENTRO DE SAUDE OSWALDO CRUZ
4421124,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4421140,CENTRO DE SAUDE CARLOS CHAGAS
4422104,CENTRO DE SAUDE MARIANO DE ABREU
4422732,CENTRO DE SAUDE JOAO PINHEIRO
4427203,CENTRO DE SAUDE ITAMARATI
4429648,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4429664,CENTRO DE SAUDE SANTA RITA DE CASSIA
4429672,CENTRO DE SAUDE CARLOS CHAGAS
4430409,CENTRO DE SAUDE OSWALDO CRUZ
4431014,CENTRO DE SAUDE DOM BOSCO
4431758,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4432304,CENTRO DE SAUDE PARAISO
4432320,CENTRO DE SAUDE CARLOS CHAGAS
4436717,CENTRO DE SAUDE OSWALDO CRUZ
4437330,CENTRO DE SAUDE SANTA RITA DE CASSIA
4437349,CENTRO DE SAUDE HORTO
4438493,CENTRO DE SAUDE CARLOS CHAGAS
4438817,CENTRO DE SAUDE CARLOS CHAGAS
4438825,CENTRO DE SAUDE CACHOEIRINHA
4439988,CENTRO DE SAUDE JARDIM EUROPA
4445589,CENTRO DE SAUDE OSWALDO CRUZ
4448871,CENTRO DE SAUDE OURO PRETO
4449193,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4450272,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4451449,CENTRO DE SAUDE URUCUIA
4451910,CENTRO DE SAUDE SANTA RITA DE CASSIA
4455487,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4455525,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4456416,CENTRO DE SAUDE SERRANO
4457714,CENTRO DE SAUDE JARDIM MONTANHES
4457951,CENTRO DE SAUDE SANTA TEREZINHA
4460820,CENTRO DE SAUDE CARLOS CHAGAS
4462408,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4465105,CENTRO DE SAUDE PADRE EUSTAQUIO
4465172,CENTRO DE SAUDE MENINO JESUS
4465539,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4465776,CENTRO DE SAUDE CARLOS CHAGAS
4467345,CENTRO DE SAUDE SANTA AMELIA
4467426,CENTRO DE SAUDE HAVAI
4467469,CENTRO DE SAUDE TIA AMANCIA
4467523,CENTRO DE SAUDE DOM CABRAL
4467566,CENTRO DE SAUDE SANTA RITA DE CASSIA
4468112,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4471075,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4471091,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4474422,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4474562,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4477227,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4482743,CENTRO DE SAUDE ITAMARATI
4482786,CENTRO DE SAUDE NORALDINO DE LIMA
4483197,CENTRO DE SAUDE DOM ORIONE
4483294,CENTRO DE SAUDE MENINO JESUS
4483723,CENTRO DE SAUDE OSWALDO CRUZ
4487605,CENTRO DE SAUDE LAGOA
4494075,CENTRO DE SAUDE JARDIM EUROPA
4494415,CENTRO DE SAUDE CIDADE OZANAN
4494466,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4494490,CENTRO DE SAUDE CARLOS CHAGAS
4495284,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4496752,CENTRO DE SAUDE CARLOS CHAGAS
4496787,CENTRO DE SAUDE TIA AMANCIA
4497007,CENTRO DE SAUDE PARAISO
4497155,CENTRO DE SAUDE MENINO JESUS
4497171,CENTRO DE SAUDE AMILCAR VIANA MARTINS
4500857,CENTRO DE SAUDE CARLOS PRATES
4500997,CENTRO DE SAUDE TIA AMANCIA
4501950,CENTRO DE SAUDE OURO PRETO
4503392,CENTRO DE SAUDE MENINO JESUS
4503465,CENTRO DE SAUDE MENINO JESUS
4508548,CENTRO DE SAUDE GENTIL GOMES
4508556,CENTRO DE SAUDE CARLOS CHAGAS
4508580,CENTRO DE SAUDE OSWALDO CRUZ
4508599,CENTRO DE SAUDE CARLOS CHAGAS
4509110,CENTRO DE SAUDE MENINO JESUS
4509153,CENTRO DE SAUDE TIA AMANCIA
4509471,CENTRO DE SAUDE MENINO JESUS
4509838,CENTRO DE SAUDE OSWALDO CRUZ
4510542,CENTRO DE SAUDE OSWALDO CRUZ
4511344,CENTRO DE SAUDE GLORIA
4511409,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4511581,CENTRO DE SAUDE NORALDINO DE LIMA
4511867,CENTRO DE SAUDE HELIOPOLIS
4512375,CENTRO DE SAUDE HORTO
4517164,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4518195,CENTRO DE SAUDE MENINO JESUS
4518225,CENTRO DE SAUDE OSWALDO CRUZ
4518527,CENTRO DE SAUDE PARAISO
4518810,CENTRO DE SAUDE SANTA RITA DE CASSIA
4518896,CENTRO DE SAUDE CACHOEIRINHA
4522915,CENTRO DE SAUDE VILA LEONINA
4523563,CENTRO DE SAUDE SANTA AMELIA
4524470,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4524624,CENTRO DE SAUDE CARLOS CHAGAS
4524683,CENTRO DE SAUDE CAMPO ALEGRE
4527453,CENTRO DE SAUDE MENINO JESUS
4527518,CENTRO DE SAUDE TIA AMANCIA
4528530,CENTRO DE SAUDE CARLOS CHAGAS
4528581,CENTRO DE SAUDE MENINO JESUS
4530225,CENTRO DE SAUDE DOM ORIONE
4531523,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4531574,CENTRO DE SAUDE CAMPO ALEGRE
4531701,CENTRO DE SAUDE CARLOS CHAGAS
4531833,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4531884,CENTRO DE SAUDE PALMEIRAS
4532163,CENTRO DE SAUDE MENINO JESUS
4537025,CENTRO DE SAUDE NORALDINO DE LIMA
4537343,CENTRO DE SAUDE TIA AMANCIA
4538803,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4540352,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4540549,CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO
4540832,CENTRO DE SAUDE MENINO JESUS
4545427,CENTRO DE SAUDE OSWALDO CRUZ
4545443,CENTRO DE SAUDE OURO PRETO
4549821,CENTRO DE SAUDE SANTA AMELIA
4552970,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4553217,CENTRO DE SAUDE CARLOS CHAGAS
4553446,CENTRO DE SAUDE MENINO JESUS
4553659,CENTRO DE SAUDE VILA LEONINA
4553667,CENTRO DE SAUDE JARDIM LEBLON
4553829,CENTRO DE SAUDE JARDIM LEBLON
4553845,CENTRO DE SAUDE ALCIDES LINS
4553853,CENTRO DE SAUDE CIDADE OZANAN
4556275,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4556291,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4556321,CENTRO DE SAUDE CARLOS CHAGAS
4556399,CENTRO DE SAUDE SANTA ROSA
4556453,CENTRO DE SAUDE OSWALDO CRUZ
4556488,CENTRO DE SAUDE SANTA RITA DE CASSIA
4556615,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4556860,CENTRO DE SAUDE SANTA AMELIA
4558863,CENTRO DE SAUDE MENINO JESUS
4558944,CENTRO DE SAUDE MINAS CAIXA
4559509,CENTRO DE SAUDE MENINO JESUS
4559940,CENTRO DE SAUDE NORALDINO DE LIMA
4565983,CENTRO DE SAUDE GUARANI
4566017,CENTRO DE SAUDE CALIFORNIA
4566157,CENTRO DE SAUDE ITAIPU - JATOBA
4566254,CENTRO DE SAUDE ALCIDES LINS
4566432,CENTRO DE SAUDE HORTO
4570022,CENTRO DE SAUDE SANTA AMELIA
4570944,CENTRO DE SAUDE SANTA LUCIA
