co_unidade,nome_cs
4942876,CENTRO DE SAUDE NORALDINO DE LIMA
4942884,CENTRO DE SAUDE CARLOS CHAGAS
4943066,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4944909,CENTRO DE SAUDE CARLOS CHAGAS
4944933,CENTRO DE SAUDE NORALDINO DE LIMA
4944968,CENTRO DE SAUDE CIDADE OZANAN
4944976,CENTRO DE SAUDE OURO PRETO
4945034,CENTRO DE SAUDE SERRANO
4945964,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4946014,CENTRO DE SAUDE CARLOS PRATES
4946030,CENTRO DE SAUDE SERRANO
4946073,CENTRO DE SAUDE SANTA ROSA
4946111,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4947681,CENTRO DE SAUDE CONJUNTO BETANIA
4947800,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4950127,CENTRO DE SAUDE SANTA AMELIA
4950135,CENTRO DE SAUDE CARLOS CHAGAS
4950186,CENTRO DE SAUDE PADRE JOAQUIM MAIA
4950240,CENTRO DE SAUDE OSWALDO CRUZ
4950305,CENTRO DE SAUDE SANTA TEREZINHA
4951050,CENTRO DE SAUDE SANTA AMELIA
4951107,CENTRO DE SAUDE SANTO ANTONIO
4951115,CENTRO DE SAUDE CARLOS PRATES
4951158,CENTRO DE SAUDE TIA AMANCIA
4951204,CENTRO DE SAUDE VENTOSA
4951484,CENTRO DE SAUDE VENTOSA
4951492,CENTRO DE SAUDE SAO CRISTOVAO
4951719,CENTRO DE SAUDE SANTA RITA DE CASSIA
4951735,CENTRO DE SAUDE SANTOS ANJOS
4951794,CENTRO DE SAUDE OSWALDO CRUZ
4952308,CENTRO DE SAUDE CARLOS CHAGAS
4952421,CENTRO DE SAUDE MIRAMAR - EDUARDO MAURO DE ARAUJO
4952448,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
4952499,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4955714,CENTRO DE SAUDE OSWALDO CRUZ
4955749,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4956192,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
4956222,CENTRO DE SAUDE DOM ORIONE
4956249,CENTRO DE SAUDE MENINO JESUS
4956265,CENTRO DE SAUDE OSWALDO CRUZ
4956273,CENTRO DE SAUDE SAO JORGE
4956389,CENTRO DE SAUDE MENINO JESUS
4956397,CENTRO DE SAUDE PADRE EUSTAQUIO
4962745,CENTRO DE SAUDE NORALDINO DE LIMA
4962818,CENTRO DE SAUDE HAVAI
4962826,CENTRO DE SAUDE CARLOS CHAGAS
4962842,CENTRO DE SAUDE CARLOS CHAGAS
4962966,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4963016,CENTRO DE SAUDE PADRE EUSTAQUIO
4971027,CENTRO DE SAUDE ANDRADAS
4971043,CENTRO DE SAUDE PALMEIRAS
4971132,CENTRO DE SAUDE VILA LEONINA
4971140,CENTRO DE SAUDE CARLOS PRATES
4971175,CENTRO DE SAUDE CARLOS CHAGAS
4971191,CENTRO DE SAUDE NORALDINO DE LIMA
4971221,CENTRO DE SAUDE SAO JORGE
4971272,CENTRO DE SAUDE HORTO
4971302,CENTRO DE SAUDE SANTA RITA DE CASSIA
4971345,CENTRO DE SAUDE CEU AZUL
4971361,CENTRO DE SAUDE SANTA AMELIA
4978498,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
4978501,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
4978528,CENTRO DE SAUDE SANTA AMELIA
4978560,CENTRO DE SAUDE JARDIM EUROPA
4978706,CENTRO DE SAUDE MIRAMAR - EDUARDO MAURO DE ARAUJO
4978781,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
4978897,CENTRO DE SAUDE VILA LEONINA
4979834,CENTRO DE SAUDE CONJUNTO SANTA MARIA
4979931,CENTRO DE SAUDE OSWALDO CRUZ
4986555,CENTRO DE SAUDE CARLOS CHAGAS
5004950,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5004993,CENTRO DE SAUDE CARLOS PRATES
5007666,CENTRO DE SAUDE MENINO JESUS
5008050,CENTRO DE SAUDE CACHOEIRINHA
5011140,CENTRO DE SAUDE GUARANI
5012031,CENTRO DE SAUDE CARLOS CHAGAS
5012074,CENTRO DE SAUDE CARLOS CHAGAS
5013046,CENTRO DE SAUDE VILA LEONINA
5013143,CENTRO DE SAUDE HORTO
5016606,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5016630,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5019893,CENTRO DE SAUDE OSWALDO CRUZ
5020255,CENTRO DE SAUDE CARLOS CHAGAS
5020263,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5021774,CENTRO DE SAUDE MENINO JESUS
5021790,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5027144,CENTRO DE SAUDE SANTA MONICA
5030447,CENTRO DE SAUDE OSWALDO CRUZ
5037573,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5041511,CENTRO DE SAUDE OSWALDO CRUZ
5041929,CENTRO DE SAUDE CARLOS CHAGAS
5041945,CENTRO DE SAUDE MENINO JESUS
5041953,CENTRO DE SAUDE CARLOS CHAGAS
5041961,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5043638,CENTRO DE SAUDE OSWALDO CRUZ
5043646,CENTRO DE SAUDE CARLOS PRATES
5044294,CENTRO DE SAUDE OSWALDO CRUZ
5047323,CENTRO DE SAUDE SANTA AMELIA
5048109,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5048117,CENTRO DE SAUDE CARLOS CHAGAS
5048508,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5049318,CENTRO DE SAUDE CARLOS CHAGAS
5050790,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5050847,CENTRO DE SAUDE CARLOS CHAGAS
5050855,CENTRO DE SAUDE CARLOS CHAGAS
5051932,CENTRO DE SAUDE CARLOS CHAGAS
5051940,CENTRO DE SAUDE CARLOS PRATES
5055261,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5055288,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5055296,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5056020,CENTRO DE SAUDE CARLOS CHAGAS
5057329,CENTRO DE SAUDE CARLOS CHAGAS
5058023,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5058821,CENTRO DE SAUDE CARLOS CHAGAS
5058848,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5058856,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5058864,CENTRO DE SAUDE CARLOS CHAGAS
5060435,CENTRO DE SAUDE MENINO JESUS
5060443,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5060907,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5071518,CENTRO DE SAUDE OSWALDO CRUZ
5072190,CENTRO DE SAUDE CARLOS CHAGAS
5074908,CENTRO DE SAUDE CARLOS CHAGAS
5074924,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5075432,CENTRO DE SAUDE OSWALDO CRUZ
5075467,CENTRO DE SAUDE MENINO JESUS
5076986,CENTRO DE SAUDE MENINO JESUS
5077001,CENTRO DE SAUDE CARLOS CHAGAS
5077036,CENTRO DE SAUDE CARLOS CHAGAS
5078660,CENTRO DE SAUDE MENINO JESUS
5078679,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
5079667,CENTRO DE SAUDE OSWALDO CRUZ
5083907,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5084857,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5088658,CENTRO DE SAUDE OSWALDO CRUZ
5088666,CENTRO DE SAUDE HORTO
5090245,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5090253,CENTRO DE SAUDE CARLOS CHAGAS
5092302,CENTRO DE SAUDE SAO JORGE
5092310,CENTRO DE SAUDE OSWALDO CRUZ
5093309,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5095166,CENTRO DE SAUDE MENINO JESUS
5095239,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5104661,CENTRO DE SAUDE OSWALDO CRUZ
5104831,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5104904,CENTRO DE SAUDE OSWALDO CRUZ
5104920,CENTRO DE SAUDE MENINO JESUS
5104955,CENTRO DE SAUDE NORALDINO DE LIMA
5105463,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5105471,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5105900,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5109000,CENTRO DE SAUDE MENINO JESUS
5109019,CENTRO DE SAUDE OSWALDO CRUZ
5110114,CENTRO DE SAUDE NORALDINO DE LIMA
5110149,CENTRO DE SAUDE CARLOS CHAGAS
5111641,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5113016,CENTRO DE SAUDE CARLOS CHAGAS
5116120,CENTRO DE SAUDE ITAMARATI
5116252,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5117372,CENTRO DE SAUDE CARLOS CHAGAS
5121124,CENTRO DE SAUDE SANTA INES
5121132,CENTRO DE SAUDE MENINO JESUS
5121140,CENTRO DE SAUDE OSWALDO CRUZ
5123321,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5123356,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5123364,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5123615,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5124263,CENTRO DE SAUDE CARLOS CHAGAS
5126568,CENTRO DE SAUDE CARLOS CHAGAS
5129885,CENTRO DE SAUDE SANTA RITA DE CASSIA
5130921,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5132711,CENTRO DE SAUDE CARLOS CHAGAS
5132746,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5132754,CENTRO DE SAUDE OSWALDO CRUZ
5134242,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5139732,CENTRO DE SAUDE MENINO JESUS
5139767,CENTRO DE SAUDE CARLOS CHAGAS
5142105,CENTRO DE SAUDE OSWALDO CRUZ
5144507,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5147220,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5147573,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5148693,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5148707,CENTRO DE SAUDE MENINO JESUS
5149622,CENTRO DE SAUDE CARLOS CHAGAS
5151279,CENTRO DE SAUDE CARLOS CHAGAS
5154413,CENTRO DE SAUDE MENINO JESUS
5158192,CENTRO DE SAUDE CARLOS CHAGAS
5166675,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5166713,CENTRO DE SAUDE CARLOS CHAGAS
5172594,CENTRO DE SAUDE ALCIDES LINS
5172608,CENTRO DE SAUDE PADRE JOAQUIM MAIA
5172624,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5172659,CENTRO DE SAUDE OSWALDO CRUZ
5172675,CENTRO DE SAUDE CARLOS CHAGAS
5176751,CENTRO DE SAUDE MENINO JESUS
5178231,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5180694,CENTRO DE SAUDE CARLOS CHAGAS
5182077,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5182204,CENTRO DE SAUDE CARLOS CHAGAS
5191580,CENTRO DE SAUDE OSWALDO CRUZ
5191599,CENTRO DE SAUDE OSWALDO CRUZ
5195578,CENTRO DE SAUDE MENINO JESUS
5196892,CENTRO DE SAUDE CONJUNTO BETANIA
5196906,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5204321,CENTRO DE SAUDE OSWALDO CRUZ
5209420,CENTRO DE SAUDE HORTO
5209447,CENTRO DE SAUDE MENINO JESUS
5210798,CENTRO DE SAUDE OSWALDO CRUZ
5215706,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5219175,CENTRO DE SAUDE JARDIM FELICIDADE
5229693,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5230659,CENTRO DE SAUDE OSWALDO CRUZ
5233518,CENTRO DE SAUDE OSWALDO CRUZ
5236800,CENTRO DE SAUDE MENINO JESUS
5237890,CENTRO DE SAUDE OSWALDO CRUZ
5240956,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
5243033,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5244978,CENTRO DE SAUDE CACHOEIRINHA
5250560,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
5251702,CENTRO DE SAUDE CARLOS CHAGAS
5253616,CENTRO DE SAUDE CARLOS CHAGAS
5253632,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5254094,CENTRO DE SAUDE CARLOS CHAGAS
5258162,CENTRO DE SAUDE FLORAMAR
5258170,CENTRO DE SAUDE CARLOS CHAGAS
5259886,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5259908,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5261120,CENTRO DE SAUDE JARDIM EUROPA
5261678,CENTRO DE SAUDE CARLOS CHAGAS
5261732,CENTRO DE SAUDE CARLOS CHAGAS
5262283,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5263832,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5267277,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5269474,CENTRO DE SAUDE CARLOS CHAGAS
5270669,CENTRO DE SAUDE CARLOS CHAGAS
5270847,CENTRO DE SAUDE CARLOS PRATES
5271169,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5273404,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5273412,CENTRO DE SAUDE OSWALDO CRUZ
5273420,CENTRO DE SAUDE CARLOS CHAGAS
5273439,CENTRO DE SAUDE OSWALDO CRUZ
5273684,CENTRO DE SAUDE GLORIA
5276365,CENTRO DE SAUDE OSWALDO CRUZ
5276381,CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA
5276586,CENTRO DE SAUDE DOM ORIONE
5277892,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5279038,CENTRO DE SAUDE CARLOS CHAGAS
5279046,CENTRO DE SAUDE CARLOS CHAGAS
5281873,CENTRO DE SAUDE OSWALDO CRUZ
5282586,CENTRO DE SAUDE NORALDINO DE LIMA
5282594,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5282616,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5285003,CENTRO DE SAUDE MENINO JESUS
5285011,CENTRO DE SAUDE CARLOS CHAGAS
5285038,CENTRO DE SAUDE OSWALDO CRUZ
5285933,CENTRO DE SAUDE MENINO JESUS
5288045,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5288053,CENTRO DE SAUDE CARLOS CHAGAS
5288061,CENTRO DE SAUDE OSWALDO CRUZ
5288991,CENTRO DE SAUDE OSWALDO CRUZ
5290538,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5290554,CENTRO DE SAUDE MENINO JESUS
5290562,CENTRO DE SAUDE CARLOS CHAGAS
5290570,CENTRO DE SAUDE CARLOS CHAGAS
5291488,CENTRO DE SAUDE CARLOS CHAGAS
5291607,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5292301,CENTRO DE SAUDE CARLOS CHAGAS
5292816,CENTRO DE SAUDE CARLOS CHAGAS
5297303,CENTRO DE SAUDE POMPEIA
5298792,CENTRO DE SAUDE OSWALDO CRUZ
5299381,CENTRO DE SAUDE CARLOS CHAGAS
5299721,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5302870,CENTRO DE SAUDE CAMPO ALEGRE
5305500,CENTRO DE SAUDE OSWALDO CRUZ
5310202,CENTRO DE SAUDE CIDADE OZANAN
5310229,CENTRO DE SAUDE OSWALDO CRUZ
5310717,CENTRO DE SAUDE CARLOS CHAGAS
5314402,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5314909,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5314917,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
5314933,CENTRO DE SAUDE CARLOS CHAGAS
5315247,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5317266,CENTRO DE SAUDE OSWALDO CRUZ
5321646,CENTRO DE SAUDE CARLOS CHAGAS
5322561,CENTRO DE SAUDE MENINO JESUS
5323975,CENTRO DE SAUDE HELIOPOLIS
5323991,CENTRO DE SAUDE MENINO JESUS
5324246,CENTRO DE SAUDE CARLOS CHAGAS
5324971,CENTRO DE SAUDE CARLOS CHAGAS
5325854,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5325862,CENTRO DE SAUDE JARDIM MONTANHES
5327555,CENTRO DE SAUDE GLORIA
5327563,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5327903,CENTRO DE SAUDE CARLOS CHAGAS
5328748,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5331447,CENTRO DE SAUDE CARLOS CHAGAS
5332060,CENTRO DE SAUDE OSWALDO CRUZ
5333806,CENTRO DE SAUDE OSWALDO CRUZ
5333814,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5333822,CENTRO DE SAUDE MENINO JESUS
5335485,CENTRO DE SAUDE CARLOS CHAGAS
5335493,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5335507,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5335523,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5335566,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5336279,CENTRO DE SAUDE CARLOS CHAGAS
5337690,CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES
5338689,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5342864,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
5342872,CENTRO DE SAUDE OSWALDO CRUZ
5343380,CENTRO DE SAUDE MENINO JESUS
5343399,CENTRO DE SAUDE CARLOS CHAGAS
5343402,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5343410,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5344409,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5344417,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5344425,CENTRO DE SAUDE CARLOS CHAGAS
5345286,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5345995,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5348641,CENTRO DE SAUDE TIA AMANCIA
5352320,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5352339,CENTRO DE SAUDE CARLOS CHAGAS
5361095,CENTRO DE SAUDE CARLOS CHAGAS
5364264,CENTRO DE SAUDE HORTO
5364302,CENTRO DE SAUDE CACHOEIRINHA
5365341,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5368022,CENTRO DE SAUDE PADRE EUSTAQUIO
5368049,CENTRO DE SAUDE SAO FRANCISCO
5368073,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
5368081,CENTRO DE SAUDE OSWALDO CRUZ
5368111,CENTRO DE SAUDE VILA LEONINA
5368154,CENTRO DE SAUDE CARLOS CHAGAS
5368170,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5368189,CENTRO DE SAUDE TIA AMANCIA
5368197,CENTRO DE SAUDE SAO JORGE
5368200,CENTRO DE SAUDE OSWALDO CRUZ
5368227,CENTRO DE SAUDE DOM ORIONE
5368243,CENTRO DE SAUDE GLORIA
5368308,CENTRO DE SAUDE MANTIQUEIRA
5368464,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5368499,CENTRO DE SAUDE CIDADE OZANAN
5369207,CENTRO DE SAUDE MENINO JESUS
5370361,CENTRO DE SAUDE CARLOS CHAGAS
5371236,CENTRO DE SAUDE SAO JOSE
5372453,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5373433,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5373522,CENTRO DE SAUDE CARLOS CHAGAS
5376076,CENTRO DE SAUDE OSWALDO CRUZ
5377382,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5378826,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5381959,CENTRO DE SAUDE MENINO JESUS
5383617,CENTRO DE SAUDE CARLOS CHAGAS
5384265,CENTRO DE SAUDE CARLOS CHAGAS
5386489,CENTRO DE SAUDE MENINO JESUS
5386497,CENTRO DE SAUDE OSWALDO CRUZ
5386519,CENTRO DE SAUDE CARLOS PRATES
5388872,CENTRO DE SAUDE CARLOS CHAGAS
5388880,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5389011,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5391075,CENTRO DE SAUDE CARLOS CHAGAS
5391288,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5396832,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5398436,CENTRO DE SAUDE CONJUNTO SANTA MARIA
5398517,CENTRO DE SAUDE CARLOS CHAGAS
5398932,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5398940,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5398967,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
5398975,CENTRO DE SAUDE OSWALDO CRUZ
5399548,CENTRO DE SAUDE CARLOS CHAGAS
5400481,CENTRO DE SAUDE CARLOS CHAGAS
5403103,CENTRO DE SAUDE MENINO JESUS
5405211,CENTRO DE SAUDE CARLOS CHAGAS
5405254,CENTRO DE SAUDE CARLOS CHAGAS
5423406,CENTRO DE SAUDE CAMPO ALEGRE
5423414,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
5423449,CENTRO DE SAUDE ANDRADAS
5423457,CENTRO DE SAUDE CARLOS CHAGAS
5423465,CENTRO DE SAUDE CARLOS CHAGAS
5423481,CENTRO DE SAUDE MENINO JESUS
5423503,CENTRO DE SAUDE OSWALDO CRUZ
5423597,CENTRO DE SAUDE CACHOEIRINHA
5423643,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5423694,CENTRO DE SAUDE OSWALDO CRUZ
5423724,CENTRO DE SAUDE PADRE EUSTAQUIO
5423740,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5423791,CENTRO DE SAUDE OSWALDO CRUZ
5423848,CENTRO DE SAUDE NORALDINO DE LIMA
5423856,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5423864,CENTRO DE SAUDE SANTA AMELIA
5423880,CENTRO DE SAUDE TIA AMANCIA
5423899,CENTRO DE SAUDE MENINO JESUS
5423902,CENTRO DE SAUDE CARLOS CHAGAS
5423910,CENTRO DE SAUDE TIA AMANCIA
5423937,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5423953,CENTRO DE SAUDE CARLOS CHAGAS
5424534,CENTRO DE SAUDE JAQUELINE II
5425395,CENTRO DE SAUDE CARLOS CHAGAS
5431166,CENTRO DE SAUDE MENINO JESUS
5432170,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5432243,CENTRO DE SAUDE JARDIM VITÓRIA - MARCELO PONTEL GOMES
5434599,CENTRO DE SAUDE OSWALDO CRUZ
5434610,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5435722,CENTRO DE SAUDE CARLOS CHAGAS
5435730,CENTRO DE SAUDE OSWALDO CRUZ
5435749,CENTRO DE SAUDE CARLOS CHAGAS
5435757,CENTRO DE SAUDE OSWALDO CRUZ
5436567,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5436583,CENTRO DE SAUDE SANTO ANTONIO
5436591,CENTRO DE SAUDE DOM BOSCO
5438489,CENTRO DE SAUDE MENINO JESUS
5438497,CENTRO DE SAUDE CONJUNTO SANTA MARIA
5438500,CENTRO DE SAUDE OSWALDO CRUZ
5440769,CENTRO DE SAUDE HORTO
5440785,CENTRO DE SAUDE OSWALDO CRUZ
5440793,CENTRO DE SAUDE PADRE EUSTAQUIO
5442672,CENTRO DE SAUDE CARLOS CHAGAS
5442680,CENTRO DE SAUDE MENINO JESUS
5444373,CENTRO DE SAUDE VENTOSA
5446325,CENTRO DE SAUDE OSWALDO CRUZ
5449596,CENTRO DE SAUDE NORALDINO DE LIMA
5450764,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5455286,CENTRO DE SAUDE CIDADE OZANAN
5455294,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5455308,CENTRO DE SAUDE CARLOS CHAGAS
5457556,CENTRO DE SAUDE CARLOS CHAGAS
5458242,CENTRO DE SAUDE CEU AZUL
5461316,CENTRO DE SAUDE CARLOS CHAGAS
5461332,CENTRO DE SAUDE OSWALDO CRUZ
5464277,CENTRO DE SAUDE CAMPO ALEGRE
5466954,CENTRO DE SAUDE MENINO JESUS
5466970,CENTRO DE SAUDE SANTA TEREZINHA
5466989,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5469074,CENTRO DE SAUDE OSWALDO CRUZ
5471532,CENTRO DE SAUDE JARDIM DOS COMERCIARIOS
5472059,CENTRO DE SAUDE OURO PRETO
5472334,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5475775,CENTRO DE SAUDE CONJUNTO SANTA MARIA
5475783,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5485509,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5485517,CENTRO DE SAUDE SANTO ANTONIO
5487897,CENTRO DE SAUDE VILA LEONINA
5491290,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5491878,CENTRO DE SAUDE HORTO
5492319,CENTRO DE SAUDE CARLOS CHAGAS
5501091,CENTRO DE SAUDE CARLOS CHAGAS
5501539,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5501547,CENTRO DE SAUDE DOM ORIONE
5504007,CENTRO DE SAUDE CARLOS CHAGAS
5505798,CENTRO DE SAUDE OSWALDO CRUZ
5505801,CENTRO DE SAUDE OSWALDO CRUZ
5517958,CENTRO DE SAUDE OSWALDO CRUZ
5524660,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5528836,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5548950,CENTRO DE SAUDE OSWALDO CRUZ
5551927,CENTRO DE SAUDE OSWALDO CRUZ
5552796,CENTRO DE SAUDE MENINO JESUS
5562538,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5562562,CENTRO DE SAUDE SANTO ANTONIO
5581451,CENTRO DE SAUDE JARDIM EUROPA
5590469,CENTRO DE SAUDE ANDRADAS
5594383,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
5602262,CENTRO DE SAUDE SANTA RITA DE CASSIA
5606306,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
5614082,CENTRO DE SAUDE MENINO JESUS
5617367,CENTRO DE SAUDE NORALDINO DE LIMA
5618312,CENTRO DE SAUDE PADRE JOAQUIM MAIA
5620104,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
5637864,CENTRO DE SAUDE OSWALDO CRUZ
5654556,CENTRO DE SAUDE MENINO JESUS
5656699,CENTRO DE SAUDE CARLOS CHAGAS
5657873,CENTRO DE SAUDE FLORAMAR
5662486,CENTRO DE SAUDE JARDIM EUROPA
5667720,CENTRO DE SAUDE CARLOS PRATES
5670098,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
