nome_cs,faixa_etaria,pop_faixa
CENTRO DE SAUDE NOVO AARAO REIS,0-4,428
CENTRO DE SAUDE NOVO AARAO REIS,5-9,544
CENTRO DE SAUDE NOVO AARAO REIS,10-14,551
CENTRO DE SAUDE NOVO AARAO REIS,15-19,607
CENTRO DE SAUDE NOVO AARAO REIS,20-24,727
CENTRO DE SAUDE NOVO AARAO REIS,25-29,619
CENTRO DE SAUDE NOVO AARAO REIS,30-39,1234
CENTRO DE SAUDE NOVO AARAO REIS,40-49,1170
CENTRO DE SAUDE NOVO AARAO REIS,50-59,789
CENTRO DE SAUDE NOVO AARAO REIS,60-69,517
CENTRO DE SAUDE NOVO AARAO REIS,70+,331
CENTRO DE SAUDE NOVO HORIZONTE,0-4,680
CENTRO DE SAUDE NOVO HORIZONTE,5-9,733
CENTRO DE SAUDE NOVO HORIZONTE,10-14,706
CENTRO DE SAUDE NOVO HORIZONTE,15-19,766
CENTRO DE SAUDE NOVO HORIZONTE,20-24,910
CENTRO DE SAUDE NOVO HORIZONTE,25-29,865
CENTRO DE SAUDE NOVO HORIZONTE,30-39,1637
CENTRO DE SAUDE NOVO HORIZONTE,40-49,1289
CENTRO DE SAUDE NOVO HORIZONTE,50-59,942
CENTRO DE SAUDE NOVO HORIZONTE,60-69,664
CENTRO DE SAUDE NOVO HORIZONTE,70+,339
CENTRO DE SAUDE OLAVO ALBINO CORREA,0-4,749
CENTRO DE SAUDE OLAVO ALBINO CORREA,5-9,827
CENTRO DE SAUDE OLAVO ALBINO CORREA,10-14,790
CENTRO DE SAUDE OLAVO ALBINO CORREA,15-19,837
CENTRO DE SAUDE OLAVO ALBINO CORREA,20-24,1102
CENTRO DE SAUDE OLAVO ALBINO CORREA,25-29,1104
CENTRO DE SAUDE OLAVO ALBINO CORREA,30-39,1964
CENTRO DE SAUDE OLAVO ALBINO CORREA,40-49,1947
CENTRO DE SAUDE OLAVO ALBINO CORREA,50-59,1491
CENTRO DE SAUDE OLAVO ALBINO CORREA,60-69,993
CENTRO DE SAUDE OLAVO ALBINO CORREA,70+,611
CENTRO DE SAUDE OSWALDO CRUZ,0-4,647
CENTRO DE SAUDE OSWALDO CRUZ,5-9,731
CENTRO DE SAUDE OSWALDO CRUZ,10-14,758
CENTRO DE SAUDE OSWALDO CRUZ,15-19,1063
CENTRO DE SAUDE OSWALDO CRUZ,20-24,1818
CENTRO DE SAUDE OSWALDO CRUZ,25-29,2414
CENTRO DE SAUDE OSWALDO CRUZ,30-39,3869
CENTRO DE SAUDE OSWALDO CRUZ,40-49,3209
CENTRO DE SAUDE OSWALDO CRUZ,50-59,2948
CENTRO DE SAUDE OSWALDO CRUZ,60-69,2683
CENTRO DE SAUDE OSWALDO CRUZ,70+,3283
CENTRO DE SAUDE OURO PRETO,0-4,1537
CENTRO DE SAUDE OURO PRETO,5-9,1534
CENTRO DE SAUDE OURO PRETO,10-14,1354
CENTRO DE SAUDE OURO PRETO,15-19,1251
CENTRO DE SAUDE OURO PRETO,20-24,1519
CENTRO DE SAUDE OURO PRETO,25-29,1727
CENTRO DE SAUDE OURO PRETO,30-39,4669
CENTRO DE SAUDE OURO PRETO,40-49,4548
CENTRO DE SAUDE OURO PRETO,50-59,2776
CENTRO DE SAUDE OURO PRETO,60-69,1670
CENTRO DE SAUDE OURO PRETO,70+,1088
CENTRO DE SAUDE PADRE EUSTAQUIO,0-4,758
CENTRO DE SAUDE PADRE EUSTAQUIO,5-9,874
CENTRO DE SAUDE PADRE EUSTAQUIO,10-14,768
CENTRO DE SAUDE PADRE EUSTAQUIO,15-19,1023
CENTRO DE SAUDE PADRE EUSTAQUIO,20-24,1428
CENTRO DE SAUDE PADRE EUSTAQUIO,25-29,1536
CENTRO DE SAUDE PADRE EUSTAQUIO,30-39,3361
CENTRO DE SAUDE PADRE EUSTAQUIO,40-49,2993
CENTRO DE SAUDE PADRE EUSTAQUIO,50-59,3076
CENTRO DE SAUDE PADRE EUSTAQUIO,60-69,2944
CENTRO DE SAUDE PADRE EUSTAQUIO,70+,2568
CENTRO DE SAUDE PADRE JOAQUIM MAIA,0-4,731
CENTRO DE SAUDE PADRE JOAQUIM MAIA,5-9,762
CENTRO DE SAUDE PADRE JOAQUIM MAIA,10-14,741
CENTRO DE SAUDE PADRE JOAQUIM MAIA,15-19,985
CENTRO DE SAUDE PADRE JOAQUIM MAIA,20-24,1812
CENTRO DE SAUDE PADRE JOAQUIM MAIA,25-29,1567
CENTRO DE SAUDE PADRE JOAQUIM MAIA,30-39,2918
CENTRO DE SAUDE PADRE JOAQUIM MAIA,40-49,2637
CENTRO DE SAUDE PADRE JOAQUIM MAIA,50-59,2444
CENTRO DE SAUDE PADRE JOAQUIM MAIA,60-69,1861
CENTRO DE SAUDE PADRE JOAQUIM MAIA,70+,1846
CENTRO DE SAUDE PADRE TARCISIO,0-4,650
CENTRO DE SAUDE PADRE TARCISIO,5-9,687
CENTRO DE SAUDE PADRE TARCISIO,10-14,684
CENTRO DE SAUDE PADRE TARCISIO,15-19,770
CENTRO DE SAUDE PADRE TARCISIO,20-24,878
CENTRO DE SAUDE PADRE TARCISIO,25-29,1016
CENTRO DE SAUDE PADRE TARCISIO,30-39,2234
CENTRO DE SAUDE PADRE TARCISIO,40-49,2179
CENTRO DE SAUDE PADRE TARCISIO,50-59,1796
CENTRO DE SAUDE PADRE TARCISIO,60-69,1684
CENTRO DE SAUDE PADRE TARCISIO,70+,1823
CENTRO DE SAUDE PADRE TIAGO,0-4,805
CENTRO DE SAUDE PADRE TIAGO,5-9,907
CENTRO DE SAUDE PADRE TIAGO,10-14,790
CENTRO DE SAUDE PADRE TIAGO,15-19,885
CENTRO DE SAUDE PADRE TIAGO,20-24,1028
CENTRO DE SAUDE PADRE TIAGO,25-29,1143
CENTRO DE SAUDE PADRE TIAGO,30-39,2422
CENTRO DE SAUDE PADRE TIAGO,40-49,2313
CENTRO DE SAUDE PADRE TIAGO,50-59,1660
CENTRO DE SAUDE PADRE TIAGO,60-69,1128
CENTRO DE SAUDE PADRE TIAGO,70+,839
CENTRO DE SAUDE PALMEIRAS,0-4,1718
CENTRO DE SAUDE PALMEIRAS,5-9,1671
CENTRO DE SAUDE PALMEIRAS,10-14,1335
CENTRO DE SAUDE PALMEIRAS,15-19,1204
CENTRO DE SAUDE PALMEIRAS,20-24,1435
CENTRO DE SAUDE PALMEIRAS,25-29,1916
CENTRO DE SAUDE PALMEIRAS,30-39,5373
CENTRO DE SAUDE PALMEIRAS,40-49,4775
CENTRO DE SAUDE PALMEIRAS,50-59,2749
CENTRO DE SAUDE PALMEIRAS,60-69,1810
CENTRO DE SAUDE PALMEIRAS,70+,1285
CENTRO DE SAUDE PARAISO,0-4,917
CENTRO DE SAUDE PARAISO,5-9,1103
CENTRO DE SAUDE PARAISO,10-14,1081
CENTRO DE SAUDE PARAISO,15-19,1273
CENTRO DE SAUDE PARAISO,20-24,1748
CENTRO DE SAUDE PARAISO,25-29,2026
CENTRO DE SAUDE PARAISO,30-39,3803
CENTRO DE SAUDE PARAISO,40-49,3420
CENTRO DE SAUDE PARAISO,50-59,3266
CENTRO DE SAUDE PARAISO,60-69,3037
CENTRO DE SAUDE PARAISO,70+,2897
CENTRO DE SAUDE PARAUNA - VENDA NOVA,0-4,926
CENTRO DE SAUDE PARAUNA - VENDA NOVA,5-9,1080
CENTRO DE SAUDE PARAUNA - VENDA NOVA,10-14,1082
CENTRO DE SAUDE PARAUNA - VENDA NOVA,15-19,1196
CENTRO DE SAUDE PARAUNA - VENDA NOVA,20-24,1328
CENTRO DE SAUDE PARAUNA - VENDA NOVA,25-29,1368
CENTRO DE SAUDE PARAUNA - VENDA NOVA,30-39,2788
CENTRO DE SAUDE PARAUNA - VENDA NOVA,40-49,3017
CENTRO DE SAUDE PARAUNA - VENDA NOVA,50-59,2469
CENTRO DE SAUDE PARAUNA - VENDA NOVA,60-69,1826
CENTRO DE SAUDE PARAUNA - VENDA NOVA,70+,1630
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,0-4,1163
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,5-9,1194
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,10-14,1174
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,15-19,1135
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,20-24,1362
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,25-29,1310
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,30-39,3325
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,40-49,2595
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,50-59,1867
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,60-69,1384
CENTRO DE SAUDE PAULO VI - MARIVANDA BALEEIRO,70+,796
CENTRO DE SAUDE PEDREIRA PRADO LOPES,0-4,496
CENTRO DE SAUDE PEDREIRA PRADO LOPES,5-9,592
CENTRO DE SAUDE PEDREIRA PRADO LOPES,10-14,581
CENTRO DE SAUDE PEDREIRA PRADO LOPES,15-19,577
CENTRO DE SAUDE PEDREIRA PRADO LOPES,20-24,770
CENTRO DE SAUDE PEDREIRA PRADO LOPES,25-29,687
CENTRO DE SAUDE PEDREIRA PRADO LOPES,30-39,1286
CENTRO DE SAUDE PEDREIRA PRADO LOPES,40-49,1276
CENTRO DE SAUDE PEDREIRA PRADO LOPES,50-59,1033
CENTRO DE SAUDE PEDREIRA PRADO LOPES,60-69,878
CENTRO DE SAUDE PEDREIRA PRADO LOPES,70+,670
CENTRO DE SAUDE PILAR - OLHOS DAGUA,0-4,593
CENTRO DE SAUDE PILAR - OLHOS DAGUA,5-9,627
CENTRO DE SAUDE PILAR - OLHOS DAGUA,10-14,604
CENTRO DE SAUDE PILAR - OLHOS DAGUA,15-19,611
CENTRO DE SAUDE PILAR - OLHOS DAGUA,20-24,743
CENTRO DE SAUDE PILAR - OLHOS DAGUA,25-29,747
CENTRO DE SAUDE PILAR - OLHOS DAGUA,30-39,1386
CENTRO DE SAUDE PILAR - OLHOS DAGUA,40-49,1316
CENTRO DE SAUDE PILAR - OLHOS DAGUA,50-59,894
CENTRO DE SAUDE PILAR - OLHOS DAGUA,60-69,498
CENTRO DE SAUDE PILAR - OLHOS DAGUA,70+,331
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,0-4,638
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,5-9,733
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,10-14,731
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,15-19,808
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,20-24,970
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,25-29,966
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,30-39,1704
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,40-49,2001
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,50-59,1832
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,60-69,1297
CENTRO DE SAUDE PINDORAMA ELZA MARTINS,70+,1350
CENTRO DE SAUDE PIRATININGA,0-4,799
CENTRO DE SAUDE PIRATININGA,5-9,913
CENTRO DE SAUDE PIRATININGA,10-14,1000
CENTRO DE SAUDE PIRATININGA,15-19,988
CENTRO DE SAUDE PIRATININGA,20-24,1225
CENTRO DE SAUDE PIRATININGA,25-29,1184
CENTRO DE SAUDE PIRATININGA,30-39,2396
CENTRO DE SAUDE PIRATININGA,40-49,2629
CENTRO DE SAUDE PIRATININGA,50-59,1931
CENTRO DE SAUDE PIRATININGA,60-69,1432
CENTRO DE SAUDE PIRATININGA,70+,1024
CENTRO DE SAUDE POMPEIA,0-4,646
CENTRO DE SAUDE POMPEIA,5-9,713
CENTRO DE SAUDE POMPEIA,10-14,705
CENTRO DE SAUDE POMPEIA,15-19,787
CENTRO DE SAUDE POMPEIA,20-24,1011
CENTRO DE SAUDE POMPEIA,25-29,1036
CENTRO DE SAUDE POMPEIA,30-39,2379
CENTRO DE SAUDE POMPEIA,40-49,2352
CENTRO DE SAUDE POMPEIA,50-59,2298
CENTRO DE SAUDE POMPEIA,60-69,2119
CENTRO DE SAUDE POMPEIA,70+,2197
CENTRO DE SAUDE PRIMEIRO DE MAIO,0-4,366
CENTRO DE SAUDE PRIMEIRO DE MAIO,5-9,401
CENTRO DE SAUDE PRIMEIRO DE MAIO,10-14,402
CENTRO DE SAUDE PRIMEIRO DE MAIO,15-19,464
CENTRO DE SAUDE PRIMEIRO DE MAIO,20-24,515
CENTRO DE SAUDE PRIMEIRO DE MAIO,25-29,557
CENTRO DE SAUDE PRIMEIRO DE MAIO,30-39,993
CENTRO DE SAUDE PRIMEIRO DE MAIO,40-49,1024
CENTRO DE SAUDE PRIMEIRO DE MAIO,50-59,993
CENTRO DE SAUDE PRIMEIRO DE MAIO,60-69,773
CENTRO DE SAUDE PRIMEIRO DE MAIO,70+,583
CENTRO DE SAUDE PROVIDENCIA,0-4,561
CENTRO DE SAUDE PROVIDENCIA,5-9,688
CENTRO DE SAUDE PROVIDENCIA,10-14,630
CENTRO DE SAUDE PROVIDENCIA,15-19,712
CENTRO DE SAUDE PROVIDENCIA,20-24,922
CENTRO DE SAUDE PROVIDENCIA,25-29,874
CENTRO DE SAUDE PROVIDENCIA,30-39,1845
CENTRO DE SAUDE PROVIDENCIA,40-49,1834
CENTRO DE SAUDE PROVIDENCIA,50-59,1802
CENTRO DE SAUDE PROVIDENCIA,60-69,1306
CENTRO DE SAUDE PROVIDENCIA,70+,1081
CENTRO DE SAUDE REGINA,0-4,585
CENTRO DE SAUDE REGINA,5-9,647
CENTRO DE SAUDE REGINA,10-14,689
CENTRO DE SAUDE REGINA,15-19,717
CENTRO DE SAUDE REGINA,20-24,847
CENTRO DE SAUDE REGINA,25-29,863
CENTRO DE SAUDE REGINA,30-39,1547
CENTRO DE SAUDE REGINA,40-49,1783
CENTRO DE SAUDE REGINA,50-59,1452
CENTRO DE SAUDE REGINA,60-69,1003
CENTRO DE SAUDE REGINA,70+,991
CENTRO DE SAUDE RIBEIRO DE ABREU,0-4,543
CENTRO DE SAUDE RIBEIRO DE ABREU,5-9,596
CENTRO DE SAUDE RIBEIRO DE ABREU,10-14,574
CENTRO DE SAUDE RIBEIRO DE ABREU,15-19,626
CENTRO DE SAUDE RIBEIRO DE ABREU,20-24,748
CENTRO DE SAUDE RIBEIRO DE ABREU,25-29,668
CENTRO DE SAUDE RIBEIRO DE ABREU,30-39,1408
CENTRO DE SAUDE RIBEIRO DE ABREU,40-49,1254
CENTRO DE SAUDE RIBEIRO DE ABREU,50-59,1088
CENTRO DE SAUDE RIBEIRO DE ABREU,60-69,761
CENTRO DE SAUDE RIBEIRO DE ABREU,70+,481
CENTRO DE SAUDE RIO BRANCO,0-4,903
CENTRO DE SAUDE RIO BRANCO,5-9,1070
CENTRO DE SAUDE RIO BRANCO,10-14,1097
CENTRO DE SAUDE RIO BRANCO,15-19,1288
CENTRO DE SAUDE RIO BRANCO,20-24,1507
CENTRO DE SAUDE RIO BRANCO,25-29,1422
CENTRO DE SAUDE RIO BRANCO,30-39,2891
CENTRO DE SAUDE RIO BRANCO,40-49,3388
CENTRO DE SAUDE RIO BRANCO,50-59,2774
CENTRO DE SAUDE RIO BRANCO,60-69,2077
CENTRO DE SAUDE RIO BRANCO,70+,1701
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,0-4,1223
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,5-9,1208
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,10-14,1212
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,15-19,1209
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,20-24,1685
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,25-29,2090
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,30-39,4927
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,40-49,4588
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,50-59,4156
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,60-69,4069
CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES,70+,3721
CENTRO DE SAUDE SALGADO FILHO,0-4,939
CENTRO DE SAUDE SALGADO FILHO,5-9,952
CENTRO DE SAUDE SALGADO FILHO,10-14,1016
CENTRO DE SAUDE SALGADO FILHO,15-19,1056
CENTRO DE SAUDE SALGADO FILHO,20-24,1439
CENTRO DE SAUDE SALGADO FILHO,25-29,1596
CENTRO DE SAUDE SALGADO FILHO,30-39,3253
CENTRO DE SAUDE SALGADO FILHO,40-49,3195
CENTRO DE SAUDE SALGADO FILHO,50-59,2791
CENTRO DE SAUDE SALGADO FILHO,60-69,2231
CENTRO DE SAUDE SALGADO FILHO,70+,1964
CENTRO DE SAUDE SANTA AMELIA,0-4,1841
CENTRO DE SAUDE SANTA AMELIA,5-9,2033
CENTRO DE SAUDE SANTA AMELIA,10-14,2052
CENTRO DE SAUDE SANTA AMELIA,15-19,2059
CENTRO DE SAUDE SANTA AMELIA,20-24,2808
CENTRO DE SAUDE SANTA AMELIA,25-29,2975
CENTRO DE SAUDE SANTA AMELIA,30-39,6711
CENTRO DE SAUDE SANTA AMELIA,40-49,7063
CENTRO DE SAUDE SANTA AMELIA,50-59,5787
CENTRO DE SAUDE SANTA AMELIA,60-69,4387
CENTRO DE SAUDE SANTA AMELIA,70+,4029
CENTRO DE SAUDE SANTA CECILIA,0-4,646
CENTRO DE SAUDE SANTA CECILIA,5-9,751
CENTRO DE SAUDE SANTA CECILIA,10-14,797
CENTRO DE SAUDE SANTA CECILIA,15-19,846
CENTRO DE SAUDE SANTA CECILIA,20-24,962
CENTRO DE SAUDE SANTA CECILIA,25-29,899
CENTRO DE SAUDE SANTA CECILIA,30-39,1751
CENTRO DE SAUDE SANTA CECILIA,40-49,1764
CENTRO DE SAUDE SANTA CECILIA,50-59,1416
CENTRO DE SAUDE SANTA CECILIA,60-69,1149
CENTRO DE SAUDE SANTA CECILIA,70+,677
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,0-4,803
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,5-9,818
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,10-14,890
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,15-19,914
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,20-24,1111
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,25-29,1231
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,30-39,2597
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,40-49,2735
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,50-59,2425
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,60-69,2030
CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,70+,1476
CENTRO DE SAUDE SANTA INES,0-4,564
CENTRO DE SAUDE SANTA INES,5-9,613
CENTRO DE SAUDE SANTA INES,10-14,625
CENTRO DE SAUDE SANTA INES,15-19,732
CENTRO DE SAUDE SANTA INES,20-24,875
CENTRO DE SAUDE SANTA INES,25-29,906
CENTRO DE SAUDE SANTA INES,30-39,2085
CENTRO DE SAUDE SANTA INES,40-49,2207
CENTRO DE SAUDE SANTA INES,50-59,2349
CENTRO DE SAUDE SANTA INES,60-69,2017
CENTRO DE SAUDE SANTA INES,70+,1982
CENTRO DE SAUDE SANTA LUCIA,0-4,640
CENTRO DE SAUDE SANTA LUCIA,5-9,693
CENTRO DE SAUDE SANTA LUCIA,10-14,656
CENTRO DE SAUDE SANTA LUCIA,15-19,795
CENTRO DE SAUDE SANTA LUCIA,20-24,903
CENTRO DE SAUDE SANTA LUCIA,25-29,803
CENTRO DE SAUDE SANTA LUCIA,30-39,1626
CENTRO DE SAUDE SANTA LUCIA,40-49,1479
CENTRO DE SAUDE SANTA LUCIA,50-59,1071
CENTRO DE SAUDE SANTA LUCIA,60-69,829
CENTRO DE SAUDE SANTA LUCIA,70+,695
CENTRO DE SAUDE SANTA MARIA,0-4,480
CENTRO DE SAUDE SANTA MARIA,5-9,526
CENTRO DE SAUDE SANTA MARIA,10-14,459
CENTRO DE SAUDE SANTA MARIA,15-19,509
CENTRO DE SAUDE SANTA MARIA,20-24,694
CENTRO DE SAUDE SANTA MARIA,25-29,736
CENTRO DE SAUDE SANTA MARIA,30-39,1604
CENTRO DE SAUDE SANTA MARIA,40-49,1560
CENTRO DE SAUDE SANTA MARIA,50-59,1163
CENTRO DE SAUDE SANTA MARIA,60-69,878
CENTRO DE SAUDE SANTA MARIA,70+,674
CENTRO DE SAUDE SANTA MONICA,0-4,717
CENTRO DE SAUDE SANTA MONICA,5-9,787
CENTRO DE SAUDE SANTA MONICA,10-14,815
CENTRO DE SAUDE SANTA MONICA,15-19,801
CENTRO DE SAUDE SANTA MONICA,20-24,1046
CENTRO DE SAUDE SANTA MONICA,25-29,1055
CENTRO DE SAUDE SANTA MONICA,30-39,2126
CENTRO DE SAUDE SANTA MONICA,40-49,2421
CENTRO DE SAUDE SANTA MONICA,50-59,1999
CENTRO DE SAUDE SANTA MONICA,60-69,1504
CENTRO DE SAUDE SANTA MONICA,70+,1274
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,0-4,476
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,5-9,510
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,10-14,583
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,15-19,561
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,20-24,668
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,25-29,795
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,30-39,1645
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,40-49,1634
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,50-59,1438
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,60-69,1022
CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES,70+,761
CENTRO DE SAUDE SANTA RITA DE CASSIA,0-4,1682
CENTRO DE SAUDE SANTA RITA DE CASSIA,5-9,1920
CENTRO DE SAUDE SANTA RITA DE CASSIA,10-14,1784
CENTRO DE SAUDE SANTA RITA DE CASSIA,15-19,1896
CENTRO DE SAUDE SANTA RITA DE CASSIA,20-24,2265
CENTRO DE SAUDE SANTA RITA DE CASSIA,25-29,2645
CENTRO DE SAUDE SANTA RITA DE CASSIA,30-39,5620
CENTRO DE SAUDE SANTA RITA DE CASSIA,40-49,5699
CENTRO DE SAUDE SANTA RITA DE CASSIA,50-59,4966
CENTRO DE SAUDE SANTA RITA DE CASSIA,60-69,4810
CENTRO DE SAUDE SANTA RITA DE CASSIA,70+,5455
CENTRO DE SAUDE SANTA ROSA,0-4,931
CENTRO DE SAUDE SANTA ROSA,5-9,1030
CENTRO DE SAUDE SANTA ROSA,10-14,974
CENTRO DE SAUDE SANTA ROSA,15-19,1230
CENTRO DE SAUDE SANTA ROSA,20-24,1429
CENTRO DE SAUDE SANTA ROSA,25-29,1471
CENTRO DE SAUDE SANTA ROSA,30-39,3237
CENTRO DE SAUDE SANTA ROSA,40-49,3298
CENTRO DE SAUDE SANTA ROSA,50-59,3076
CENTRO DE SAUDE SANTA ROSA,60-69,2461
CENTRO DE SAUDE SANTA ROSA,70+,2022
CENTRO DE SAUDE SANTA TEREZINHA,0-4,1177
CENTRO DE SAUDE SANTA TEREZINHA,5-9,1219
CENTRO DE SAUDE SANTA TEREZINHA,10-14,1181
CENTRO DE SAUDE SANTA TEREZINHA,15-19,1244
CENTRO DE SAUDE SANTA TEREZINHA,20-24,1456
CENTRO DE SAUDE SANTA TEREZINHA,25-29,1542
CENTRO DE SAUDE SANTA TEREZINHA,30-39,3949
CENTRO DE SAUDE SANTA TEREZINHA,40-49,3916
CENTRO DE SAUDE SANTA TEREZINHA,50-59,3060
CENTRO DE SAUDE SANTA TEREZINHA,60-69,2303
CENTRO DE SAUDE SANTA TEREZINHA,70+,1790
CENTRO DE SAUDE SANTO ANTONIO,0-4,507
CENTRO DE SAUDE SANTO ANTONIO,5-9,519
CENTRO DE SAUDE SANTO ANTONIO,10-14,600
CENTRO DE SAUDE SANTO ANTONIO,15-19,701
CENTRO DE SAUDE SANTO ANTONIO,20-24,802
CENTRO DE SAUDE SANTO ANTONIO,25-29,781
CENTRO DE SAUDE SANTO ANTONIO,30-39,1592
CENTRO DE SAUDE SANTO ANTONIO,40-49,1846
CENTRO DE SAUDE SANTO ANTONIO,50-59,1666
CENTRO DE SAUDE SANTO ANTONIO,60-69,1267
CENTRO DE SAUDE SANTO ANTONIO,70+,1114
CENTRO DE SAUDE SANTOS ANJOS,0-4,547
CENTRO DE SAUDE SANTOS ANJOS,5-9,617
CENTRO DE SAUDE SANTOS ANJOS,10-14,639
CENTRO DE SAUDE SANTOS ANJOS,15-19,738
CENTRO DE SAUDE SANTOS ANJOS,20-24,906
CENTRO DE SAUDE SANTOS ANJOS,25-29,996
CENTRO DE SAUDE SANTOS ANJOS,30-39,2115
CENTRO DE SAUDE SANTOS ANJOS,40-49,2113
CENTRO DE SAUDE SANTOS ANJOS,50-59,2102
CENTRO DE SAUDE SANTOS ANJOS,60-69,1970
CENTRO DE SAUDE SANTOS ANJOS,70+,1995
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,0-4,292
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,5-9,355
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,10-14,328
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,15-19,332
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,20-24,461
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,25-29,430
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,30-39,817
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,40-49,786
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,50-59,812
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,60-69,614
CENTRO DE SAUDE SAO BERNARDO - AMELIA ROCHA DE MELO,70+,447
CENTRO DE SAUDE SAO CRISTOVAO,0-4,316
CENTRO DE SAUDE SAO CRISTOVAO,5-9,322
CENTRO DE SAUDE SAO CRISTOVAO,10-14,342
CENTRO DE SAUDE SAO CRISTOVAO,15-19,429
CENTRO DE SAUDE SAO CRISTOVAO,20-24,560
CENTRO DE SAUDE SAO CRISTOVAO,25-29,603
CENTRO DE SAUDE SAO CRISTOVAO,30-39,965
CENTRO DE SAUDE SAO CRISTOVAO,40-49,1034
CENTRO DE SAUDE SAO CRISTOVAO,50-59,1071
CENTRO DE SAUDE SAO CRISTOVAO,60-69,917
CENTRO DE SAUDE SAO CRISTOVAO,70+,900
CENTRO DE SAUDE SAO FRANCISCO,0-4,158
CENTRO DE SAUDE SAO FRANCISCO,5-9,205
CENTRO DE SAUDE SAO FRANCISCO,10-14,208
